Year,Age,Level,Employer,Role
1983,24,High School,Highland (ID),Head Coach
1984,25,High School,Highland (ID),Head Coach
1985,26,College (NCAA D-II),San Francisco State,Offensive Coordinator
1986,27,College (FBS),UTEP,Offensive Coordinator/Quarterbacks
1987,28,College (FBS),UTEP,Offensive Coordinator/Quarterbacks
1988,29,College (FBS),UTEP,Offensive Coordinator/Quarterbacks
1989,30,College (FBS),Missouri,Offensive Coordinator/Quarterbacks
1990,31,College (FBS),Missouri,Offensive Coordinator/Quarterbacks
1991,32,College (FBS),Missouri,Offensive Coordinator/Quarterbacks
1992,33,College (FBS),Missouri,Offensive Coordinator/Quarterbacks
1993,34,College (FBS),Missouri,Offensive Coordinator/Quarterbacks
1994,35,College (FBS),Boston College,Offensive Coordinator
1995,36,College (FBS),Boston College,Offensive Coordinator
1996,37,College (FBS),Oregon,Offensive Coordinator
1997,38,College (FBS),Oregon,Offensive Coordinator
1998,39,College (FBS),Boise State,Head Coach
1999,40,College (FBS),Boise State,Head Coach
2000,41,College (FBS),Boise State,Head Coach
2001,42,College (FBS),Arizona State,Head Coach
2002,43,College (FBS),Arizona State,Head Coach
2003,44,College (FBS),Arizona State,Head Coach
2004,45,College (FBS),Arizona State,Head Coach
2005,46,College (FBS),Arizona State,Head Coach
2006,47,College (FBS),Arizona State,Head Coach
2007,48,NFL,Jacksonville Jaguars,Offensive Coordinator
2008,49,NFL,Jacksonville Jaguars,Offensive Coordinator
2009,50,NFL,Jacksonville Jaguars,Offensive Coordinator
2010,51,NFL,Jacksonville Jaguars,Offensive Coordinator
2011,52,NFL,Jacksonville Jaguars,Offensive Coordinator
2012,53,NFL,Atlanta Falcons,Offensive Coordinator
2013,54,NFL,Atlanta Falcons,Offensive Coordinator
2014,55,NFL,Atlanta Falcons,Offensive Coordinator
2015,56,NFL,Tampa Bay Buccaneers,Offensive Coordinator
2016,57,NFL,Tampa Bay Buccaneers,Head Coach
2017,58,NFL,Tampa Bay Buccaneers,Head Coach
2018,59,NFL,Tampa Bay Buccaneers,Head Coach
2019,60,NFL,Atlanta Falcons,Offensive Coordinator
2020,61,NFL,Atlanta Falcons,Offensive Coordinator
2022,63,College (FBS),Boise State,Offensive Analyst/Interim OC
2024,65,College (FBS),Boise State,Offensive Coordinator
2025,66,College (FBS),Boise State,Offensive Coordinator
