Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,405,5649.0,1061.0,5.3,26.0,9,336.0,259,467,3244,31,17,6.5,166.0,559,2405,15,4.3,145.0,91,861,25.0,,,,,,,,,,,,,,,,,
buf,320,4972.0,1084.0,4.6,41.0,22,317.0,262,461,2750,20,19,5.7,157.0,603,2222,17,3.7,134.0,90,731,26.0,,,,,,,,,,,,,,,,,
chi,304,4835.0,1016.0,4.8,39.0,14,286.0,209,404,2395,13,25,5.5,121.0,579,2440,22,4.2,139.0,100,842,26.0,,,,,,,,,,,,,,,,,
cin,244,4884.0,1060.0,4.6,33.0,8,283.0,281,510,2815,17,25,5.1,147.0,513,2069,9,4.0,111.0,118,949,25.0,,,,,,,,,,,,,,,,,
cle,357,5588.0,1013.0,5.5,28.0,14,336.0,337,554,3915,30,14,6.8,207.0,436,1673,15,3.8,102.0,117,1042,27.0,,,,,,,,,,,,,,,,,
clt,355,5206.0,1056.0,4.9,37.0,13,327.0,272,493,3128,25,24,5.9,174.0,527,2078,20,3.9,128.0,104,914,25.0,,,,,,,,,,,,,,,,,
crd,299,4859.0,1039.0,4.7,37.0,13,281.0,239,470,2676,16,24,5.1,137.0,519,2183,19,4.2,123.0,103,922,21.0,,,,,,,,,,,,,,,,,
dal,454,5482.0,1075.0,5.1,39.0,14,337.0,265,449,3104,30,25,6.5,171.0,595,2378,26,4.0,143.0,109,908,23.0,,,,,,,,,,,,,,,,,
den,310,4642.0,991.0,4.7,37.0,12,286.0,262,467,2777,14,25,5.4,158.0,480,1865,16,3.9,107.0,93,899,21.0,,,,,,,,,,,,,,,,,
det,334,5540.0,1040.0,5.3,31.0,19,308.0,248,423,2941,13,12,6.3,143.0,572,2599,21,4.5,143.0,104,844,22.0,,,,,,,,,,,,,,,,,
gnb,231,5097.0,1047.0,4.9,41.0,12,307.0,289,511,3291,15,29,5.9,164.0,493,1806,13,3.7,119.0,84,697,24.0,,,,,,,,,,,,,,,,,
kan,319,4321.0,1010.0,4.3,30.0,16,270.0,237,401,2448,15,14,5.3,122.0,552,1873,15,3.4,130.0,74,591,18.0,,,,,,,,,,,,,,,,,
mia,266,4564.0,1015.0,4.5,42.0,16,284.0,267,492,2688,21,26,5.1,149.0,492,1876,9,3.8,107.0,74,567,28.0,,,,,,,,,,,,,,,,,
min,317,5330.0,1048.0,5.1,26.0,3,324.0,331,574,3688,22,23,6.0,191.0,433,1642,14,3.8,100.0,90,717,33.0,,,,,,,,,,,,,,,,,
nor,291,5010.0,960.0,5.2,35.0,13,285.0,334,566,3648,26,22,6.0,183.0,348,1362,9,3.9,80.0,98,837,22.0,,,,,,,,,,,,,,,,,
nwe,441,5435.0,1026.0,5.3,36.0,9,319.0,240,413,3195,27,27,7.3,154.0,588,2240,19,3.8,139.0,79,696,26.0,,,,,,,,,,,,,,,,,
nyg,249,4339.0,1044.0,4.2,43.0,18,261.0,245,514,2609,19,25,4.7,136.0,483,1730,10,3.6,100.0,98,962,25.0,,,,,,,,,,,,,,,,,
nyj,302,4882.0,993.0,4.9,41.0,11,289.0,265,481,3009,17,30,5.8,146.0,470,1873,17,4.0,124.0,103,767,19.0,,,,,,,,,,,,,,,,,
oti,295,5642.0,1063.0,5.3,47.0,19,329.0,296,463,3007,15,28,6.1,152.0,573,2635,18,4.6,155.0,101,838,22.0,,,,,,,,,,,,,,,,,
phi,384,5519.0,1036.0,5.3,28.0,16,326.0,275,477,3524,28,12,6.9,186.0,527,1995,19,3.8,118.0,96,809,22.0,,,,,,,,,,,,,,,,,
pit,352,5554.0,1033.0,5.4,42.0,18,308.0,250,484,3568,26,24,6.8,177.0,512,1986,15,3.9,111.0,111,933,20.0,,,,,,,,,,,,,,,,,
rai,364,5045.0,1044.0,4.8,44.0,20,281.0,235,456,2899,23,24,5.8,149.0,541,2146,14,4.0,108.0,98,929,24.0,,,,,,,,,,,,,,,,,
ram,424,6006.0,1095.0,5.5,36.0,13,316.0,261,451,3207,31,23,6.7,157.0,615,2799,17,4.6,144.0,118,973,15.0,,,,,,,,,,,,,,,,,
sdg,418,6410.0,1135.0,5.6,48.0,22,372.0,350,594,4531,30,26,7.2,244.0,509,1879,18,3.7,106.0,109,912,22.0,,,,,,,,,,,,,,,,,
sea,291,4879.0,1024.0,4.8,38.0,15,302.0,287,517,3096,18,23,5.5,166.0,456,1783,13,3.9,114.0,109,901,22.0,,,,,,,,,,,,,,,,,
sfo,320,5320.0,1042.0,5.1,40.0,14,298.0,363,597,3577,27,26,5.7,171.0,415,1743,10,4.2,105.0,109,933,22.0,,,,,,,,,,,,,,,,,
tam,271,5059.0,1031.0,4.9,38.0,21,281.0,256,530,3220,20,17,5.8,154.0,477,1839,9,3.9,102.0,90,840,25.0,,,,,,,,,,,,,,,,,
was,261,4854.0,1039.0,4.7,36.0,18,279.0,284,486,2838,17,18,5.4,148.0,517,2016,12,3.9,109.0,114,1008,22.0,,,,,,,,,,,,,,,,,
