,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1983,KAN,HC,28,23,5,9,12,9,8,11,28,28,21,27,15,1,3,5,9,8,14,21,3,22,20,20,13,4,15,10,13,2,11
1,1984,KAN,HC,28,14,8,16,22,17,17,14,26,27,19,20,10,4,7,13,15,16,24,15,7,20,16,2,8,22,27,23,9,4,12
2,1985,KAN,HC,28,21,5,20,22,22,18,6,23,28,25,27,4,16,11,8,16,9,21,18,9,20,20,17,19,19,26,20,16,4,14
3,1986,KAN,HC,28,8,3,11,26,28,12,12,23,27,20,26,18,14,21,8,9,26,8,13,1,15,11,12,4,8,23,12,11,2,3
