Year,Age,Level,Employer,Role
1958,30,College,Wichita State,Assistant Coach
1959,31,NFL,Green Bay Packers,Offensive Line
1960,32,NFL,Green Bay Packers,Offensive Line
1961,33,NFL,Green Bay Packers,Offensive Line
1962,34,NFL,Green Bay Packers,Offensive Line
1963,35,NFL,Green Bay Packers,Offensive Line
1964,36,NFL,Green Bay Packers,Offensive Line
1965,37,NFL,Los Angeles Rams,Offensive Line
1966,38,NFL,Pittsburgh Steelers,Head Coach
1967,39,NFL,Pittsburgh Steelers,Head Coach
1968,40,NFL,Pittsburgh Steelers,Head Coach
1969,41,NFL,Washington Redskins,Offensive Line
1970,42,NFL,Washington Redskins,Head Coach
1971,43,NFL,Chicago Bears,Asst. Offensive Line
1972,44,NFL,St. Louis Cardinals,Offensive Line
1973,45,NFL,Washington Redskins,Offensive Line
1974,46,NFL,Washington Redskins,Offensive Line
1975,47,NFL,Washington Redskins,Offensive Line
1976,48,NFL,Washington Redskins,Offensive Line
1977,49,NFL,Washington Redskins,Offensive Line
1979,51,NFL,New York Giants,Offensive Line
1980,52,NFL,New York Giants,Offensive Line
1981,53,NFL,New York Giants,Offensive Line
1982,54,NFL,New York Giants,Offensive Line
1983,55,USFL,New Jersey Generals,Offensive Line
1984,56,USFL,New Jersey Generals,Offensive Line
1985,57,NFL,New York Jets,Offensive Line
