,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1966,38,Pittsburgh Steelers,NFL,14,5,8,1,.385,-4.5,-1.2,-3.3,,,,,6,
1,1967,39,Pittsburgh Steelers,NFL,14,4,9,1,.308,-3.4,-2.7,-0.7,,,,,4,
2,1968,40,Pittsburgh Steelers,NFL,14,2,11,1,.154,-10.0,-3.1,-6.9,,,,,4,
3,1970,42,Washington Redskins,NFL,14,6,8,0,.429,3.0,3.6,-0.6,,,,,4,
