,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1970,38,NOR,NFL,7,1,6,0,.143,-7.9,-4.6,-3.3,,,,,4,
1,1971,39,NOR,NFL,14,4,8,2,.333,-2.7,1.4,-4.1,,,,,4,
2,1972,40,NOR,NFL,14,2,11,1,.179,-10.2,-5.3,-5.0,,,,,4,
