Year,Age,Level,Employer,Role
1960,40,AFL,Houston Oilers,Receivers
1961,41,AFL,Houston Oilers,Receivers
1962,42,AFL,Denver Broncos,Receivers
1963,43,AFL,Denver Broncos,Receivers
1964,44,AFL,Denver Broncos,Head Coach
1965,45,AFL,Denver Broncos,Head Coach
1966,46,AFL,Denver Broncos,Head Coach
