Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1964,44,DEN,AFL,10,2,7,1,.222,-12.4,-5.1,-7.3,,,,,4,
1965,45,DEN,AFL,14,4,10,0,.286,-5.6,1.1,-6.7,,,,,4,
1966,46,DEN,AFL,2,0,2,0,.000,-12.1,-8.3,-3.7,,,,,4,
