,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,chi,218,3628.0,813.0,4.5,51.0,21,214.0,206,446,2499,15,30,5.6,119.0,367,1129,9,3.1,79.0,61,530,16.0,,,,,,,,,,,,,,,,,
1,cle,348,4391.0,682.0,6.4,24.0,15,213.0,191,303,2814,16,9,9.3,122.0,379,1577,20,4.2,79.0,86,680,12.0,,,,,,,,,,,,,,,,,
2,clt,182,2716.0,695.0,3.9,48.0,21,157.0,126,319,1257,13,27,3.9,66.0,376,1459,7,3.9,75.0,69,623,16.0,,,,,,,,,,,,,,,,,
3,crd,190,3042.0,730.0,4.2,48.0,21,184.0,181,408,1863,14,27,4.6,95.0,322,1179,7,3.7,75.0,73,611,14.0,,,,,,,,,,,,,,,,,
4,det,271,3958.0,743.0,5.3,42.0,15,206.0,144,316,2146,18,27,6.8,96.0,427,1812,12,4.2,105.0,52,427,5.0,,,,,,,,,,,,,,,,,
5,gnb,200,3220.0,776.0,4.1,48.0,14,189.0,147,352,1555,9,34,4.4,79.0,424,1665,14,3.9,93.0,67,624,17.0,,,,,,,,,,,,,,,,,
6,nyg,179,2760.0,743.0,3.7,43.0,9,166.0,158,345,1711,16,34,5.0,87.0,398,1049,6,2.6,66.0,44,411,13.0,,,,,,,,,,,,,,,,,
7,phi,352,4811.0,848.0,5.7,46.0,15,256.0,224,438,3089,25,31,7.1,144.0,410,1722,22,4.2,97.0,84,779,15.0,,,,,,,,,,,,,,,,,
8,pit,211,3399.0,848.0,4.0,35.0,14,206.0,189,416,1850,10,21,4.4,97.0,432,1549,13,3.6,98.0,54,546,11.0,,,,,,,,,,,,,,,,,
9,ram,366,4713.0,750.0,6.3,40.0,22,214.0,173,324,2565,19,18,7.9,104.0,426,2148,23,5.0,105.0,73,597,5.0,,,,,,,,,,,,,,,,,
10,sfo,372,4398.0,765.0,5.7,38.0,19,243.0,174,322,2168,22,19,6.7,99.0,443,2230,26,5.0,128.0,90,772,16.0,,,,,,,,,,,,,,,,,
11,was,208,3234.0,691.0,4.7,47.0,18,181.0,107,278,1508,12,29,5.4,82.0,413,1726,10,4.2,90.0,49,408,9.0,,,,,,,,,,,,,,,,,
