,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1924,NFL,Kenosha Maroons,0,4,1,16th of 18,,12,117,-105,"Potteiger,Hanley",,,,,16,1,18,1,1,17,1,18,-21.0,6.5,-14.5,-4.6,-9.9
