Year,Age,Level,Employer,Role
1958,24,College,Washington & Jefferson,Assistant Coach
1959,25,College,Richmond,Defensive Line
1960,26,College,Richmond,Defensive Line
1961,27,College,Richmond,Defensive Line
1962,28,College,West Virginia,Offensive Line
1963,29,College,West Virginia,Offensive Line
1964,30,College,Maryland,Offensive Line
1965,31,College,Maryland,Offensive Line
1966,32,College,Duke,Offensive Line
1967,33,College,Duke,Offensive Line
1968,34,College,Duke,Offensive Line
1969,35,College,Duke,Offensive Line
1970,36,College,Duke,Offensive Line
1971,37,College,Kentucky,Offensive Coordinator
1972,38,College,Kentucky,Offensive Coordinator
1973,39,College,Indiana,Offensive Line
1974,40,College,Indiana,Offensive Line
1975,41,College,Indiana,Offensive Line
1976,42,College,Indiana,Offensive Line
1977,43,College,California (PA),Head Coach
1978,44,College,California (PA),Head Coach
1979,45,College,California (PA),Head Coach
1980,46,College,California (PA),Head Coach
1981,47,CFL,Hamilton Tiger Cats,Offensive Coordinator
1982,48,NFL,Baltimore Colts,Offensive Line
1983,49,NFL,Baltimore Colts,Offensive Line
1984,50,NFL,Indianapolis Colts,Head Coach
1985,51,NFL,Pittsburgh Steelers,Offensive Line
1986,52,NFL,Pittsburgh Steelers,Offensive Line
1987,53,NFL,Pittsburgh Steelers,Offensive Line
1988,54,NFL,Pittsburgh Steelers,Offensive Line
1989,55,NFL,Cleveland Browns,Offensive Line
1990,56,NFL,Cleveland Browns,Special Assistant
1991,57,NFL,Cleveland Browns,Offensive Line
1992,58,NFL,Cleveland Browns,Offensive Line
