Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1985,44,HOU,NFL,2,0,2,0,.000,-8.9,-4.9,-4.0,,,,,4,
1986,45,HOU,NFL,16,5,11,0,.313,-3.9,-4.4,0.4,,,,,4,
1987,46,HOU,NFL,15,9,6,0,.600,1.9,3.2,-1.2,2,1,1,.500,2,
1988,47,HOU,NFL,16,10,6,0,.625,3.0,5.3,-2.3,2,1,1,.500,3,
1989,48,HOU,NFL,16,9,7,0,.563,-2.5,2.8,-5.3,1,0,1,.000,2,
1990,49,ATL,NFL,16,5,11,0,.313,-2.1,0.9,-3.1,,,,,4,
1991,50,ATL,NFL,16,10,6,0,.625,3.4,4.7,-1.3,2,1,1,.500,2,
1992,51,ATL,NFL,16,6,10,0,.375,-4.1,2.3,-6.4,,,,,3,
1993,52,ATL,NFL,16,6,10,0,.375,-4.4,0.8,-5.2,,,,,3,
