Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
chi,203,3454.0,743.0,4.6,43.0,15,188.0,130,286,1768,7,28,6.2,92.0,457,1686,15,3.7,82.0,63,614,14.0,,,,,,,,,,,,,,,,,
cle,269,3670.0,696.0,5.3,24.0,10,180.0,108,195,1712,12,14,8.8,76.0,501,1958,19,3.9,93.0,66,597,11.0,,,,,,,,,,,,,,,,,
clt,303,4123.0,748.0,5.5,31.0,12,222.0,177,314,2388,25,19,7.6,117.0,434,1735,12,4.0,91.0,67,712,14.0,,,,,,,,,,,,,,,,,
crd,200,3217.0,636.0,5.1,37.0,15,174.0,111,271,1775,12,22,6.5,75.0,365,1442,12,4.0,77.0,51,468,22.0,,,,,,,,,,,,,,,,,
det,251,3840.0,770.0,5.0,35.0,13,221.0,163,361,2029,17,22,5.6,105.0,409,1811,12,4.4,103.0,65,673,13.0,,,,,,,,,,,,,,,,,
gnb,218,3232.0,705.0,4.6,41.0,18,179.0,157,325,1791,12,23,5.5,90.0,380,1441,13,3.8,72.0,43,516,17.0,,,,,,,,,,,,,,,,,
nyg,254,3749.0,710.0,5.3,32.0,20,216.0,147,269,2100,15,12,7.8,103.0,441,1649,13,3.7,95.0,66,597,18.0,,,,,,,,,,,,,,,,,
phi,173,2737.0,628.0,4.4,39.0,16,149.0,99,204,1155,10,23,5.7,51.0,424,1582,9,3.7,80.0,75,654,18.0,,,,,,,,,,,,,,,,,
pit,161,2890.0,702.0,4.1,32.0,18,159.0,149,312,1716,11,14,5.5,92.0,390,1174,7,3.0,59.0,48,405,8.0,,,,,,,,,,,,,,,,,
ram,307,4143.0,770.0,5.4,37.0,14,235.0,144,296,2001,21,23,6.8,104.0,474,2142,15,4.5,112.0,60,580,19.0,,,,,,,,,,,,,,,,,
sfo,260,3658.0,682.0,5.4,32.0,14,223.0,191,305,2036,17,18,6.7,115.0,377,1622,15,4.3,92.0,66,629,16.0,,,,,,,,,,,,,,,,,
was,251,3494.0,701.0,5.0,30.0,17,197.0,109,201,1621,11,13,8.1,78.0,500,1873,17,3.7,107.0,31,321,12.0,,,,,,,,,,,,,,,,,
