Year,Age,Level,Employer,Role
1984,22,College (FBS),Western Michigan,Running Backs/Outside Linebackers
1985,23,College (FBS),Western Michigan,Running Backs/Outside Linebackers
1986,24,College (FBS),Western Michigan,Running Backs/Outside Linebackers
1987,25,College (FBS),Pittsburgh,Tight Ends
1988,26,College (FCS),Morehead State,Special Teams/Secondary
1989,27,College (FBS),Cincinnati,Special Teams Coordinator
1990,28,College (FBS),Cincinnati,Special Teams Coordinator
1991,29,College (FBS),Cincinnati,Special Teams Coordinator
1992,30,College (FBS),Cincinnati,Special Teams Coordinator
1993,31,College (FBS),Cincinnati,Special Teams Coordinator
1994,32,College (FBS),Cincinnati,Special Teams Coordinator
1995,33,College (FBS),Cincinnati,Special Teams Coordinator
1996,34,College (FBS),Cincinnati,Special Teams Coordinator
1997,35,College (FBS),Indiana,Special Teams Coordinator/Defensive Backs
1998,36,NFL,Philadelphia Eagles,Special Teams Coordinator
1999,37,NFL,Philadelphia Eagles,Special Teams Coordinator
2000,38,NFL,Philadelphia Eagles,Special Teams Coordinator
2001,39,NFL,Philadelphia Eagles,Special Teams Coordinator
2002,40,NFL,Philadelphia Eagles,Special Teams Coordinator
2003,41,NFL,Philadelphia Eagles,Special Teams Coordinator
2004,42,NFL,Philadelphia Eagles,Special Teams Coordinator
2005,43,NFL,Philadelphia Eagles,Special Teams Coordinator
2006,44,NFL,Philadelphia Eagles,Special Teams Coordinator
2007,45,NFL,Philadelphia Eagles,Defensive Backs
2008,46,NFL,Baltimore Ravens,Head Coach
2009,47,NFL,Baltimore Ravens,Head Coach
2010,48,NFL,Baltimore Ravens,Head Coach
2011,49,NFL,Baltimore Ravens,Head Coach
2012,50,NFL,Baltimore Ravens,Head Coach
2013,51,NFL,Baltimore Ravens,Head Coach
2014,52,NFL,Baltimore Ravens,Head Coach
2015,53,NFL,Baltimore Ravens,Head Coach
2016,54,NFL,Baltimore Ravens,Head Coach
2017,55,NFL,Baltimore Ravens,Head Coach
2018,56,NFL,Baltimore Ravens,Head Coach
2019,57,NFL,Baltimore Ravens,Head Coach
2020,58,NFL,Baltimore Ravens,Head Coach
2021,59,NFL,Baltimore Ravens,Head Coach
2022,60,NFL,Baltimore Ravens,Head Coach
2023,61,NFL,Baltimore Ravens,Head Coach
2024,62,NFL,Baltimore Ravens,Head Coach
2025,63,NFL,Baltimore Ravens,Head Coach
