,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2008,BAL,HC,32,6,3,1,5,18,11,8,1,4,5,22,11,30,28,22,9,17,2,3,1,1,3,1,5,20,21,2,7,1,3
1,2009,BAL,HC,32,11,4,6,8,13,9,5,7,5,1,4,7,25,18,16,7,13,3,3,7,17,5,6,1,17,14,8,7,5,14
2,2010,BAL,HC,32,3,9,6,15,22,16,7,6,14,18,28,13,24,20,15,6,13,10,3,15,3,5,1,8,24,30,21,9,8,7
3,2011,BAL,HC,32,5,11,5,5,15,12,16,8,10,10,12,24,18,19,13,5,19,3,3,13,13,2,6,2,7,15,4,1,17,3
4,2012,BAL,HC,32,9,8,11,15,16,10,2,12,11,6,12,3,15,15,18,6,15,17,12,14,29,20,23,8,8,16,17,2,19,16
5,2013,BAL,HC,32,14,22,20,23,29,25,22,18,30,28,32,2,8,18,25,31,30,12,12,19,16,11,5,5,23,15,12,14,15,16
6,2014,BAL,HC,32,11,14,6,8,12,8,6,11,8,5,7,9,17,13,12,8,12,8,6,22,5,4,5,3,10,29,23,6,25,12
7,2015,BAL,HC,32,26,30,24,11,14,25,22,25,26,21,24,2,1,8,23,29,22,8,24,30,17,12,10,10,22,10,10,22,32,16
8,2016,BAL,HC,32,17,9,13,8,17,21,17,30,28,22,21,7,1,12,21,22,26,7,9,4,8,5,5,5,9,17,9,24,1,10
9,2017,BAL,HC,32,11,1,8,21,27,9,7,7,11,10,19,2,11,29,23,16,32,12,6,1,19,15,16,16,4,26,10,5,1,4
10,2018,BAL,HC,32,8,22,6,1,9,13,16,1,2,3,15,25,16,22,26,6,23,1,2,22,3,4,6,3,28,23,5,3,18,2
11,2019,BAL,HC,32,1,6,1,1,2,1,3,1,1,2,1,5,32,27,1,5,10,4,3,7,1,5,9,21,6,12,6,2,12,6
12,2020,BAL,HC,32,7,10,1,10,19,7,9,1,1,3,1,11,32,32,13,9,21,7,2,10,3,8,4,22,3,27,6,5,23,4
13,2021,BAL,HC,32,19,28,19,14,6,17,25,3,3,9,5,14,9,13,20,27,19,25,19,29,3,1,7,3,26,26,32,26,26,31
14,2022,BAL,HC,32,8,9,8,12,16,19,8,7,2,20,3,7,28,28,19,15,21,9,3,9,3,3,8,3,5,21,26,5,12,17
15,2023,BAL,HC,32,1,1,1,4,6,4,12,1,1,4,3,24,30,21,12,1,5,6,1,1,6,14,1,25,2,31,6,2,3,1
16,2024,BAL,HC,32,6,10,3,1,1,3,3,2,1,6,1,7,31,7,2,2,1,10,9,20,2,1,7,1,27,30,31,19,17,13
