Year,Age,Level,Employer,Role
2014,42,NFL,Cleveland Browns,Asst. Defensive Backs
2015,43,NFL,Cleveland Browns,Asst. Defensive Backs
2016,44,NFL,New Orleans Saints,Defensive Backs
2017,45,NFL,New Orleans Saints,Defensive Backs
2018,46,NFL,New Orleans Saints,Defensive Backs
2019,47,NFL,New Orleans Saints,Defensive Backs
2020,48,NFL,New Orleans Saints,Defensive Backs
2021,49,NFL,Detroit Lions,Defensive Coordinator
2022,50,NFL,Detroit Lions,Defensive Coordinator
2023,51,NFL,Detroit Lions,Defensive Coordinator
2024,52,NFL,Detroit Lions,Defensive Coordinator
2025,53,NFL,New York Jets,Head Coach
