,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2022,DET,OC,32,11,4,9,21,4,5,1,13,11,3,15,7,11,8,8,2,5,32,28,17,21,29,29,30,11,15,30,23,19,31
1,2023,DET,OC,32,2,16,8,8,3,5,19,7,5,1,5,20,9,2,4,13,3,19,23,18,3,2,17,3,27,22,27,27,11,29
2,2024,DET,OC,32,1,8,1,3,2,1,6,3,6,2,9,2,16,2,4,16,2,20,7,10,1,5,18,22,16,29,30,2,5,23
