Year,Age,Level,Employer,Role
1967,34,ACFL,Wilmington Clippers,Head Coach
1968,35,ACFL,Harrisburg Capitols,Head Coach
1969,36,ACFL,Pottstown Firebirds,Offensive Assistant
1970,37,ACFL,Pottstown Firebirds,Offensive Assistant
1971,38,ACFL,Norfolk Neptunes,Head Coach
1972,39,NFL,San Diego Chargers,Special Teams
1973,40,NFL,San Diego Chargers,Head Coach
1974,41,WFL,Philadelphia Bell,Head Coach
1984,51,USFL,Chicago Blitz,Offensive Coordinator
