Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
2018,IND,OC,32,8,13,8,4,7,5,22,17,20,16,22,15,2,6,2,22,9,11,10,10,16,8,10,6,7,14,16,3,9,20
2019,IND,OC,32,17,12,17,18,25,16,16,5,7,10,11,22,24,30,19,12,25,16,18,10,6,7,3,12,21,18,23,24,7,22
2020,IND,OC,32,7,2,8,7,10,9,3,10,11,6,14,1,20,11,22,9,9,8,10,5,5,2,14,2,8,19,20,12,7,19
2021,PHI,HC,32,14,16,13,8,14,12,5,2,1,1,4,4,32,25,25,6,13,10,18,26,18,9,23,6,31,16,11,20,20,14
2022,PHI,HC,32,1,3,3,1,3,3,4,3,5,1,13,20,23,9,14,3,4,2,8,5,12,16,17,24,11,12,1,10,5,1
2023,PHI,HC,32,5,27,15,16,8,7,23,6,8,5,11,24,21,16,16,24,12,26,30,23,5,10,10,20,17,32,31,31,25,16
2024,PHI,HC,32,3,6,2,2,8,7,6,1,2,2,5,17,32,29,12,3,12,1,2,6,7,10,2,9,4,12,1,6,12,1
