Year,Age,Level,Employer,Role
1973,22,High School,Fayetteville HS (AR),Assistant Coach
1974,23,High School,Pawhuska HS (OK),Offensive Line/Defensive Line
1975,24,High School,Pawhuska HS (OK),Offensive Line/Defensive Line
1976,25,High School,Sand Springs HS (OK),Offensive Line/Outside Linebackers
1977,26,High School,Sand Springs HS (OK),Offensive Line/Outside Linebackers
1978,27,High School,Tulsa Rogers HS (OK),Head Coach
1979,28,College,Oklahoma State,Tight Ends/Receivers
1980,29,College,Oklahoma State,Tight Ends/Receivers
1981,30,College,Oklahoma State,Tight Ends/Receivers
1982,31,College,Oklahoma State,Tight Ends/Receivers
1983,32,College,Oklahoma State,Tight Ends/Receivers
1984,33,College,Miami (FL),Defensive Line
1985,34,College,Miami (FL),Defensive Line
1986,35,College,Miami (FL),Defensive Line
1987,36,College,Miami (FL),Defensive Line
1988,37,College,Miami (FL),Defensive Line
1989,38,NFL,Dallas Cowboys,Defensive Line
1990,39,NFL,Dallas Cowboys,Defensive Line
1991,40,NFL,Dallas Cowboys,Defensive Line
1992,41,NFL,Dallas Cowboys,Defensive Line
1993,42,NFL,Dallas Cowboys,Defensive Coordinator/Linebackers
1994,43,NFL,Dallas Cowboys,Defensive Coordinator/Linebackers
1995,44,College,Miami (FL),Head Coach
1996,45,College,Miami (FL),Head Coach
1997,46,College,Miami (FL),Head Coach
1998,47,College,Miami (FL),Head Coach
1999,48,College,Miami (FL),Head Coach
2000,49,College,Miami (FL),Head Coach
2001,50,NFL,Cleveland Browns,Head Coach
2002,51,NFL,Cleveland Browns,Head Coach
2003,52,NFL,Cleveland Browns,Head Coach
2004,53,NFL,Cleveland Browns,Head Coach
2006,55,College,North Carolina,Head Coach
2007,56,College,North Carolina,Head Coach
2008,57,College,North Carolina,Head Coach
2009,58,College,North Carolina,Head Coach
2010,59,College,North Carolina,Head Coach
2012,61,NFL,Tampa Bay Buccaneers,Special Advisor
2013,62,NFL,Tampa Bay Buccaneers,Special Advisor
2017,66,College,FIU,Head Coach
2018,67,College,FIU,Head Coach
2019,68,College,FIU,Head Coach
2020,69,College,FIU,Head Coach
2021,70,College,FIU,Head Coach
