Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1993,DAL,DC,28,1,8,2,2,4,2,4,6,2,2,3,18,24,7,13,1,3,10,2,17,10,11,5,18,11,21,10,4,17,5
1994,DAL,DC,28,2,8,2,3,8,2,5,1,5,1,19,6,26,12,16,5,2,1,3,13,12,10,3,9,24,9,1,8,4,1
2001,CLE,HC,31,16,7,19,30,31,25,19,21,31,26,31,14,25,28,17,23,23,22,15,1,29,29,17,26,27,24,10,11,1,5
2002,CLE,HC,32,11,18,15,21,23,19,19,26,23,23,24,7,15,18,3,25,18,21,10,14,25,27,6,21,15,7,15,13,15,24
2003,CLE,HC,32,23,28,24,25,26,29,26,27,20,26,15,25,21,25,20,18,24,15,12,25,20,23,20,26,29,11,7,3,14,5
2004,CLE,HC,32,30,26,30,28,28,27,30,16,23,31,27,30,29,25,16,26,19,15,24,17,30,32,31,21,9,3,5,4,19,11
