Year,Age,Level,Employer,Role
1946,26,College,Vanderbilt,Assistant Coach
1947,27,College,Vanderbilt,Assistant Coach
1948,28,College,Vanderbilt,Assistant Coach
1949,29,College,UCLA,Assistant Coach
1950,30,College,UCLA,Assistant Coach
1951,31,College,UCLA,Assistant Coach
1952,32,College,UCLA,Assistant Coach
1953,33,College,UCLA,Assistant Coach
1954,34,College,UCLA,Assistant Coach
1955,35,College,Oregon State,Head Coach
1956,36,College,Oregon State,Head Coach
1957,37,College,Oregon State,Head Coach
1958,38,College,Oregon State,Head Coach
1959,39,College,Oregon State,Head Coach
1960,40,College,Oregon State,Head Coach
1961,41,College,Oregon State,Head Coach
1962,42,College,Oregon State,Head Coach
1963,43,College,Oregon State,Head Coach
1964,44,College,Oregon State,Head Coach
1965,45,College,UCLA,Head Coach
1966,46,College,UCLA,Head Coach
1967,47,College,UCLA,Head Coach
1968,48,College,UCLA,Head Coach
1969,49,College,UCLA,Head Coach
1970,50,College,UCLA,Head Coach
1971,51,NFL,Los Angeles Rams,Head Coach
1972,52,NFL,Los Angeles Rams,Head Coach
1974,54,NFL,San Diego Chargers,Head Coach
1975,55,NFL,San Diego Chargers,Head Coach
1976,56,NFL,San Diego Chargers,Head Coach
1977,57,NFL,San Diego Chargers,Head Coach
1978,58,NFL,San Diego Chargers,Head Coach
