,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1950,NFL,Baltimore Colts,1,11,0,7th of 7,,213,462,-249,Crowe,,Tittle,Mutryn,Salata,11,9,13,13,9,13,13,13,-20.8,1.0,-19.7,-4.9,-14.8
1,1949,AAFC,Baltimore Colts,1,11,0,7th of 7,,172,341,-169,"Driskill,Isbell",,Tittle,Wedemeyer,Stone,7,4,7,6,7,7,5,7,-14.1,1.8,-12.3,-6.1,-6.2
2,1948,AAFC,Baltimore Colts*,7,7,0,1st of 4,Lost Div,333,327,6,Isbell,,Tittle,Mertes,Hillenbrand,4,4,5,5,4,3,4,8,0.4,-0.1,0.4,1.1,-0.7
3,1947,AAFC,Baltimore Colts,2,11,1,4th of 4,,167,377,-210,Isbell,,Schwenk,Mertes,Hillenbrand,8,7,7,6,6,8,6,8,-15.0,1.9,-13.1,-8.6,-4.5
