Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2014,48,CLE,NFL,16,7,9,0,.438,-3.9,-4.8,0.9,,,,,4,4,2,
2015,49,CLE,NFL,16,3,13,0,.188,-6.1,-3.2,-2.9,,,,,4,8,3,
