Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,0.2906769671388355,0.584501543546685,0.03462770036531822,0.6065829656564125,-1.2529933861786102,0.27134551918385247,0.5153797643034455,0.7957334421138532,0.0826038427087449,0.23550732820882916,0.2601055472597459,-1.9853528024349696,0.16012815380508655,0.8562641819849195,-0.24194420292957294,0.37498060577413556,0.26311141788987896,1.0973835141332577,-0.16513642835757575,-0.6252740619047005,-0.3179925153714968,-0.7419132945226884,,,,,,,,,,,,,,,,,
buf,-0.928065015563752,-1.1069434162096732,-0.7360606052012694,-1.0109716094273555,0.024893908334674496,-1.1282261060802283,-0.06474620154565865,0.7061634466196305,1.0760675080380826,-0.3389260450205104,1.1898445246988383,0.957640763527456,-1.4411533842457847,0.15001217451828797,-1.4410975397483305,-0.8596543333337647,-2.192595149082326,0.34795087033493544,-0.9731826409033829,2.739189929554042,1.9215635055505575,2.287565991444956,,,,,,,,,,,,,,,,,
chi,-0.5358262165330342,1.008938663883063,0.7555941797663195,0.876175394837042,-0.43979238057924724,-0.7283484988619194,-0.10100407441122765,-0.6821714835408212,-0.8487683435375092,-0.309932562460039,-0.20476394145980037,-0.0233570917933525,0.32025630761017454,-1.1509783655518226,1.175237013310777,1.6475653893218278,-0.3035900975652452,1.5970052766654734,1.4509559967340386,0.4339090465174961,0.1719103642052026,-0.5976523761432767,,,,,,,,,,,,,,,,,
cin,-0.04552771774463689,-0.13199874375383444,-0.4128687351249585,0.06739810729515561,-0.7883070972646885,-0.528409695252765,0.5878955100345835,0.10156597703362734,-0.7401082551421129,-0.164965149657682,-1.2894594151387415,-0.6773556620072249,0.6405126152203491,0.44738144082002756,0.5367267950046852,0.07138185025579943,1.5854149539518354,-0.401481773463388,0.23888667791532783,-0.06453006332824344,-0.07692919367502567,-0.1648696210050418,,,,,,,,,,,,,,,,,
cle,0.09455756762347661,0.4899487197093731,0.30809774427604286,0.3369905364757852,-0.20744923612228636,-1.5281037132985371,0.5878955100345835,0.8629109387345202,1.013976028954999,0.701215141836401,0.7249750359792921,0.957640763527456,0.16012815380508655,0.7075795488340497,-0.6624265418140723,-0.3890762622803437,-0.4924906027169532,0.09813998906882652,-0.3895937096203,0.9323481563632358,1.1206111786235728,0.8449568076508397,,,,,,,,,,,,,,,,,
clt,-1.1942270577631677,-0.6972145129146547,-0.6863387790356831,-0.4717867510660988,-0.7883070972646885,-1.3281649096893826,-1.406287497571712,-2.182468908069051,-1.9353692274914724,-1.7233648372830195,-1.599372407618439,-0.0233570917933525,-0.8006407690254357,-2.1174284810324764,1.4555585725671099,1.5666057211836049,-1.0591921181720774,1.0973835141332577,1.09182434671368,1.243872600016823,1.0817299977047872,-0.8861742129021,,,,,,,,,,,,,,,,,
crd,0.3467110812860809,-0.4303654323071299,-0.21398143046261325,-0.4717867510660988,0.954266486162518,1.8708559480570877,-0.5360985487980557,-0.41346149705815316,-0.6469710365174874,-0.7357743375669626,1.0348880284589896,-0.1868567343468206,-0.8006407690254357,-0.7420956243869308,0.27197865570703744,0.5090700561280673,-0.11468959241353713,0.5977617516010422,0.05932085290514845,-0.687578950635418,-0.5979370179867536,0.5564349708920164,,,,,,,,,,,,,,,,,
dal,1.8176065776512726,1.2799900922166907,1.4268388330017345,0.876175394837042,-0.09127766389380594,-0.7283484988619194,1.1317636030181186,1.355545913952745,0.8121787219349773,1.0292039133017337,1.3448010209386871,0.46714183586705177,0.8006407690254357,1.4138315563006811,0.17853813595492646,0.10427171543695252,1.0187134384967111,0.09813998906882652,-0.5691595346304793,-0.06453006332824344,0.0008331681625456597,0.8449568076508397,,,,,,,,,,,,,,,,,
den,-0.6619029733643363,-1.1321575025662898,-0.6863387790356831,-1.0109716094273555,0.14106548056315493,0.27134551918385247,-0.6811300402603317,-0.7045639824143769,-0.04157911545742231,-0.4476516046222781,-0.8245899264191954,-0.0233570917933525,-0.8006407690254357,-0.44472635808519123,-0.5689860220619614,-0.7382148311264303,-0.11468959241353713,-0.6512926547294958,-1.0180740971559277,-0.0022251745975260025,-0.3335449877390111,2.287565991444956,,,,,,,,,,,,,,,,,
det,-0.03151918920782554,-0.4492759970745923,0.20865409194487025,-0.7413791802467284,-0.09127766389380594,-0.3284708916436107,0.1528010356477554,-0.5030314925523758,0.020512363625661296,-0.5781222761443994,-0.5146769339394979,0.1401425507601156,-0.9607689228305222,-0.40755519979747373,0.08509761620281549,0.26619105171339846,0.45201192304158705,0.5977617516010422,0.6429097841882314,1.119262822555388,1.0972824700723014,0.12365221575378148,,,,,,,,,,,,,,,,,
gnb,1.117180150810705,1.727540125046634,-1.1338352145259598,2.7633223991014373,1.1866096306194789,0.0714067155746981,1.0592478572869806,0.5718084533782964,0.37753836835339205,1.9769283744971424,1.6547140134183846,1.6116393337413284,2.7221786146864817,1.7483719808901383,-1.0673354607398866,-0.6800250696520824,-0.11468959241353713,0.09813998906882652,-1.0180740971559277,-1.248322949211875,-1.5466378324051238,0.700695889271428,,,,,,,,,,,,,,,,,
kan,0.5148134237278171,0.5151628060659896,0.5318459620211812,0.3369905364757852,-0.20744923612228636,0.27134551918385247,0.11654316278218639,1.8705733880445254,2.162668391992046,1.9334381506564353,1.0348880284589896,-0.5138560194537568,0.4803844614152611,1.5253450311638335,-1.8771532985915151,-2.0791093346657483,-0.4924906027169532,-2.1501579423261403,-1.7363373971966451,0.8077383789018008,0.4985122839230022,0.12365221575378148,,,,,,,,,,,,,,,,,
mia,0.5568390093382511,-0.3253067391545611,-0.4874514743733379,-0.2021943218854716,-1.485336530635571,-0.3284708916436107,0.11654316278218639,-0.7045639824143769,-0.9263826923913637,-0.41503393674174777,0.8799315322191409,-1.8218531598815015,0.8006407690254357,-0.593410991236061,0.9416357139304995,0.18776137320449496,0.07421091273817093,-0.6512926547294958,0.46334395917805205,-2.245201168903354,-2.1765129632894515,1.2777395627890746,,,,,,,,,,,,,,,,,
min,-0.4657835738489774,-0.6951133390516034,0.3826804835244223,-1.0109716094273555,-0.9044786694931689,-1.5281037132985371,-0.2822934387390727,0.5494159545047408,0.8277015917057482,-0.11422655517685705,-1.1345029188988929,-0.0233570917933525,-0.9607689228305222,0.07566985794285308,-0.5845594420206466,-0.677495080022763,0.26311141788987896,-0.6512926547294958,-0.4344851658728448,-0.6252740619047005,-0.7690142140294105,-0.020608702625630162,,,,,,,,,,,,,,,,,
