Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,259,4813.0,987.0,4.9,24.0,9,248.0,336,555,3293,18,15,5.5,161.0,385,1520,7,3.9,73.0,105,891,14.0,194.0,26.3,12.4,31.0,2.3666666666666667,5.26,24.7,1.3,237.0,86.0,0.363,19.0,7.0,0.368,43.0,17.0,0.395
buf,252,4434.0,919.0,4.8,21.0,7,248.0,263,445,2634,12,14,5.6,141.0,448,1800,8,4.0,91.0,78,633,16.0,177.0,24.9,11.9,30.4,2.6,5.34,24.8,1.2,195.0,65.0,0.33299999999999996,18.0,8.0,0.444,34.0,13.0,0.382
car,267,4559.0,989.0,4.6,29.0,12,255.0,285,505,2735,19,17,5.1,142.0,451,1824,7,4.0,85.0,95,801,28.0,189.0,26.5,13.8,28.7,2.4333333333333336,5.38,23.9,1.34,235.0,85.0,0.36200000000000004,14.0,6.0,0.429,40.0,20.0,0.5
chi,334,4692.0,1035.0,4.5,34.0,13,266.0,327,569,3362,18,21,5.5,168.0,423,1330,8,3.1,74.0,111,839,24.0,205.0,27.8,15.1,34.5,2.216666666666667,5.22,22.8,1.34,238.0,81.0,0.34,16.0,7.0,0.43799999999999994,44.0,18.0,0.409
cin,380,5568.0,1008.0,5.5,30.0,10,320.0,373,575,4012,26,20,6.8,213.0,416,1556,10,3.7,81.0,90,670,26.0,177.0,37.9,15.3,31.1,2.65,5.89,31.4,1.95,208.0,96.0,0.462,12.0,4.0,0.33299999999999996,56.0,27.0,0.48200000000000004
cle,402,5621.0,1004.0,5.6,29.0,9,315.0,305,545,3726,29,20,6.6,192.0,440,1895,13,4.3,110.0,114,868,13.0,192.0,35.4,14.6,33.2,2.45,5.39,29.2,1.94,204.0,86.0,0.42200000000000004,15.0,6.0,0.4,55.0,30.0,0.545
clt,450,5739.0,1020.0,5.6,19.0,5,357.0,355,551,4033,32,14,7.0,212.0,446,1706,19,3.8,119.0,67,515,26.0,166.0,44.6,11.4,31.8,2.8666666666666667,6.32,34.6,2.57,203.0,100.0,0.493,10.0,6.0,0.6,69.0,39.0,0.565
crd,404,5505.0,1016.0,5.4,36.0,12,308.0,356,590,4065,32,24,6.6,210.0,402,1440,9,3.6,70.0,137,1128,28.0,197.0,32.0,18.3,32.5,2.4833333333333334,5.31,27.6,1.81,203.0,75.0,0.369,14.0,12.0,0.857,50.0,34.0,0.68
dal,455,5851.0,975.0,6.0,24.0,5,322.0,342,531,4105,36,19,7.4,217.0,419,1746,14,4.2,83.0,104,815,22.0,182.0,41.8,12.6,31.9,2.6833333333333336,5.53,32.1,2.35,199.0,84.0,0.42200000000000004,14.0,10.0,0.7140000000000001,56.0,30.0,0.536
den,320,5541.0,976.0,5.7,29.0,14,305.0,326,515,3584,21,15,6.6,187.0,429,1957,10,4.6,96.0,90,610,22.0,177.0,32.8,14.7,28.0,2.6666666666666665,5.69,31.1,1.68,198.0,80.0,0.40399999999999997,22.0,7.0,0.318,51.0,25.0,0.49
