Year,Age,Level,Employer,Role
1998,23,College (NCAA D-III),Albright (PA),Linebackers
1999,24,College (FBS),Buffalo,Defensive Line
2000,25,College (FBS),Buffalo,Defensive Line
2001,26,College (FBS),UCLA,Defensive Line
2002,27,College (FCS),Western Carolina,Special Teams/Linebackers
2003,28,College (FCS),Western Carolina,Associate Head Coach
2004,29,College (FCS),Western Carolina,Associate Head Coach
2005,30,College (FCS),Western Carolina,Associate Head Coach
2006,31,College (FBS),Temple,Defensive Line
2007,32,College (FBS),Temple,Quarterbacks
2008,33,College (FBS),Temple,Offensive Coordinator/Quarterbacks
2009,34,College (FBS),Temple,Offensive Coordinator/Quarterbacks
2010,35,College (FBS),Temple,Offensive Coordinator/Quarterbacks
2011,36,College (FBS),Temple,Offensive Coordinator/Tight Ends
2012,37,NFL,New York Giants,Asst. Offensive Line
2013,38,College (FBS),Temple,Head Coach
2014,39,College (FBS),Temple,Head Coach
2015,40,College (FBS),Temple,Head Coach
2016,41,College (FBS),Temple,Head Coach
2017,42,College (FBS),Baylor,Head Coach
2018,43,College (FBS),Baylor,Head Coach
2019,44,College (FBS),Baylor,Head Coach
2020,45,NFL,Carolina Panthers,Head Coach
2021,46,NFL,Carolina Panthers,Head Coach
2022,47,NFL,Carolina Panthers,Head Coach
2023,48,College (FBS),Nebraska,Head Coach
2024,49,College (FBS),Nebraska,Head Coach
2025,50,College (FBS),Nebraska,Head Coach
