Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
bkn,127.0,2379.0,565.0,4.2,28.0,8.0,110.0,86.0,189.0,1169.0,6.0,20.0,6.2,45.0,376.0,1210.0,6.0,3.2,58.0,47.0,370.0,7.0,,,,,,,,,,,,,,,,,
chi,147.0,2539.0,638.0,4.0,48.0,14.0,143.0,106.0,265.0,1463.0,9.0,34.0,5.5,63.0,373.0,1076.0,6.0,2.9,60.0,42.0,448.0,20.0,,,,,,,,,,,,,,,,,
crd,197.0,2639.0,580.0,4.6,31.0,15.0,110.0,90.0,196.0,1305.0,12.0,16.0,6.7,42.0,384.0,1334.0,13.0,3.5,61.0,47.0,437.0,7.0,,,,,,,,,,,,,,,,,
det,195.0,3021.0,722.0,4.2,30.0,12.0,160.0,112.0,247.0,1605.0,8.0,18.0,6.5,61.0,475.0,1416.0,8.0,3.0,89.0,36.0,415.0,10.0,,,,,,,,,,,,,,,,,
gnb,120.0,2564.0,589.0,4.4,48.0,23.0,124.0,104.0,233.0,1343.0,8.0,25.0,5.8,41.0,356.0,1221.0,10.0,3.4,76.0,63.0,539.0,7.0,,,,,,,,,,,,,,,,,
nyg,114.0,2378.0,626.0,3.8,42.0,13.0,116.0,103.0,218.0,1212.0,6.0,29.0,5.6,47.0,408.0,1166.0,9.0,2.9,64.0,47.0,371.0,5.0,,,,,,,,,,,,,,,,,
phi,218.0,2887.0,670.0,4.3,31.0,10.0,126.0,100.0,238.0,1369.0,13.0,21.0,5.8,47.0,432.0,1518.0,14.0,3.5,72.0,50.0,455.0,7.0,,,,,,,,,,,,,,,,,
pit,276.0,2724.0,615.0,4.4,27.0,8.0,116.0,84.0,189.0,1168.0,10.0,19.0,6.2,34.0,426.0,1556.0,17.0,3.7,72.0,54.0,495.0,10.0,,,,,,,,,,,,,,,,,
ram,244.0,2978.0,642.0,4.6,26.0,11.0,138.0,90.0,206.0,1425.0,14.0,15.0,6.9,44.0,436.0,1553.0,23.0,3.6,82.0,49.0,419.0,12.0,,,,,,,,,,,,,,,,,
was,174.0,2448.0,639.0,3.8,35.0,12.0,129.0,103.0,229.0,1338.0,14.0,23.0,5.8,56.0,410.0,1110.0,9.0,2.7,66.0,37.0,269.0,7.0,,,,,,,,,,,,,,,,,
