Year,Age,Level,Employer,Role
1979,21,High School,Dunmore (PA),Linebackers
1980,22,High School,Dunmore (PA),Defensive Coordinator
1981,23,High School,Dunmore (PA),Defensive Coordinator
1982,24,High School,Milford (CT) Academy,Defensive Coordinator
1983,25,College (FBS),North Carolina,Graduate Assistant
1984,26,USFL,Philadelphia Stars,Defensive Asst.
1985,27,USFL,Philadelphia Stars,Defensive Asst.
1986,28,NFL,New Orleans Saints,Linebackers
1987,29,NFL,New Orleans Saints,Linebackers
1988,30,NFL,New Orleans Saints,Linebackers
1989,31,NFL,New Orleans Saints,Linebackers
1990,32,NFL,New Orleans Saints,Linebackers
1991,33,NFL,New Orleans Saints,Linebackers
1992,34,NFL,New Orleans Saints,Linebackers
1993,35,NFL,New Orleans Saints,Linebackers
1994,36,NFL,New Orleans Saints,Linebackers
1995,37,NFL,Carolina Panthers,Defensive Coordinator
1996,38,NFL,Carolina Panthers,Defensive Coordinator
1997,39,NFL,Carolina Panthers,Defensive Coordinator
1998,40,NFL,Carolina Panthers,Defensive Coordinator
1999,41,NFL,Indianapolis Colts,Defensive Coordinator
2000,42,NFL,Indianapolis Colts,Defensive Coordinator
2001,43,NFL,Indianapolis Colts,Defensive Coordinator
2002,44,NFL,Houston Texans,Defensive Coordinator
2003,45,NFL,Houston Texans,Defensive Coordinator
2004,46,NFL,Houston Texans,Defensive Coordinator
2005,47,NFL,Houston Texans,Defensive Coordinator
2006,48,NFL,Baltimore Ravens,Linebackers
2007,49,NFL,Baltimore Ravens,Linebackers
2008,50,NFL,Baltimore Ravens,Linebackers
2009,51,NFL,Baltimore Ravens,Linebackers
2010,52,College (FBS),Stanford,Defensive Coordinator
2011,53,NFL,San Francisco 49ers,Defensive Coordinator
2012,54,NFL,San Francisco 49ers,Defensive Coordinator
2013,55,NFL,San Francisco 49ers,Defensive Coordinator
2014,56,NFL,San Francisco 49ers,Defensive Coordinator
2015,57,NFL,Chicago Bears,Defensive Coordinator
2016,58,NFL,Chicago Bears,Defensive Coordinator
2017,59,NFL,Chicago Bears,Defensive Coordinator
2018,60,NFL,Chicago Bears,Defensive Coordinator
2019,61,NFL,Denver Broncos,Head Coach
2020,62,NFL,Denver Broncos,Head Coach
2021,63,NFL,Denver Broncos,Head Coach
2022,64,NFL,Philadelphia Eagles,Consultant
2023,65,NFL,Miami Dolphins,Defensive Coordinator
2024,66,NFL,Philadelphia Eagles,Defensive Coordinator
2025,67,NFL,Philadelphia Eagles,Defensive Coordinator
