Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2019,61,DEN,NFL,16,7,9,0,.438,-2.1,-4.8,2.7,,,,,2,4,0,
2020,62,DEN,NFL,16,5,11,0,.313,-6.0,-4.3,-1.7,,,,,4,4,3,
2021,63,DEN,NFL,17,7,10,0,.412,-0.5,-4.7,4.2,,,,,4,8,1,
