Year,Age,Level,Employer,Role
1920,25,APFA,Chicago Cardinals,Head Coach
1921,26,APFA,Chicago Cardinals,Head Coach
1922,27,NFL,Chicago Cardinals,Head Coach
1924,29,High School,St. Mel HS (Chicago IL),Head Coach
1925,30,High School,St. Mel HS (Chicago IL),Head Coach
1926,31,High School,St. Mel HS (Chicago IL),Head Coach
1927,32,High School,St. Mel HS (Chicago IL),Head Coach
1928,33,High School,St. Mel HS (Chicago IL),Head Coach
1929,34,High School,St. Mel HS (Chicago IL),Head Coach
1930,35,High School,St. Mel HS (Chicago IL),Head Coach
1931,36,High School,St. Mel HS (Chicago IL),Head Coach
1932,37,High School,St. Mel HS (Chicago IL),Head Coach
1933,38,High School,St. Mel HS (Chicago IL),Head Coach
1934,39,High School,St. Mel HS (Chicago IL),Head Coach
1935,40,High School,St. Mel HS (Chicago IL),Head Coach
1936,41,NFL,Chicago Bears,Assistant Coach
1937,42,College,Marquette,Head Coach
1938,43,College,Marquette,Head Coach
1939,44,College,Marquette,Head Coach
1940,45,College,Marquette,Head Coach
1941,46,NFL,Chicago Bears,Assistant Coach
1942,47,NFL,Chicago Bears,Assistant Coach
1943,48,NFL,Chicago Bears,Assistant Coach
1944,49,NFL,Chicago Bears,Assistant Coach
1945,50,NFL,Chicago Bears,Assistant Coach
1946,51,NFL,Chicago Bears,Assistant Coach
1947,52,NFL,Chicago Bears,Assistant Coach
1948,53,NFL,Chicago Bears,Assistant Coach
1949,54,NFL,Chicago Bears,Assistant Coach
1950,55,NFL,Chicago Bears,Assistant Coach
1951,56,NFL,Chicago Bears,Assistant Coach
1952,57,NFL,Chicago Bears,Assistant Coach
1953,58,NFL,Chicago Bears,Assistant Coach
1954,59,NFL,Chicago Bears,Assistant Coach
1955,60,NFL,Chicago Bears,Assistant Coach
1956,61,NFL,Chicago Bears,Head Coach
1957,62,NFL,Chicago Bears,Head Coach
