,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
23,1999,324,5245,994,5.3,40,24,300,312,557,3695,26,16,6.0,193,383,1550,8,4.0,81,128,1010,26,197,24.9,18.3,Own 28.1,2:19,5.2,26.4,1.44,200,70,35.0%,14,4,28.6%,47,24,51.1%
24,1998,320,5121,955,5.4,19,7,279,319,511,3511,24,12,6.5,170,414,1610,9,3.9,81,93,704,28,,,,,,,,,,,,,,,,,
25,1997,310,5231,992,5.3,32,18,292,321,543,3658,21,14,6.3,193,414,1573,12,3.8,79,94,830,20,,,,,,,,,,,,,,,,,
26,1996,319,4610,956,4.8,26,14,271,312,524,3225,24,12,5.8,169,397,1385,5,3.5,78,88,672,24,,,,,,,,,,,,,,,,,
27,1995,324,4651,983,4.7,38,17,267,289,553,3125,24,21,5.4,157,400,1526,11,3.8,85,118,962,25,,,,,,,,,,,,,,,,,
28,1994,352,4915,971,5.1,26,12,275,221,400,2795,18,14,6.5,132,540,2120,17,3.9,112,102,807,31,,,,,,,,,,,,,,,,,
29,1993,238,4874,1003,4.9,43,17,289,302,582,3601,16,26,5.7,184,369,1273,9,3.4,73,103,791,32,,,,,,,,,,,,,,,,,
30,1992,258,4211,907,4.6,31,11,254,248,445,2577,20,20,5.2,139,412,1634,6,4.0,93,114,886,22,,,,,,,,,,,,,,,,,
31,1991,251,4748,984,4.8,38,18,280,310,532,3208,17,20,5.6,163,407,1540,8,3.8,94,109,797,23,,,,,,,,,,,,,,,,,
32,1990,307,4635,890,5.2,33,12,279,267,460,3060,18,21,6.1,160,392,1575,12,4.0,88,134,1015,31,,,,,,,,,,,,,,,,,
33,1989,412,5211,940,5.5,37,16,314,269,467,3542,28,21,7.0,165,437,1669,20,3.8,119,109,903,30,,,,,,,,,,,,,,,,,
34,1988,365,4858,985,4.9,42,20,304,281,512,3266,22,22,5.9,170,431,1592,20,3.7,94,118,947,40,,,,,,,,,,,,,,,,,
35,1987,349,4993,976,5.1,37,14,287,266,495,3145,25,23,5.9,153,446,1848,10,4.1,98,101,874,36,,,,,,,,,,,,,,,,,
36,1986,329,5034,1054,4.8,32,16,285,228,490,2999,25,16,5.7,137,532,2035,13,3.8,102,85,674,46,,,,,,,,,,,,,,,,,
37,1985,412,6155,1091,5.6,35,20,356,260,462,3341,29,15,6.6,158,588,2814,21,4.8,150,121,908,48,,,,,,,,,,,,,,,,,
38,1984,437,5968,1075,5.6,24,11,345,271,447,3179,23,13,6.6,168,596,2789,27,4.7,158,105,876,19,,,,,,,,,,,,,,,,,
39,1983,460,5632,1031,5.5,29,15,332,252,424,2845,26,14,6.3,150,576,2787,23,4.8,161,104,825,21,,,,,,,,,,,,,,,,,
40,1982,245,3438,613,5.6,17,14,187,179,284,2213,18,3,7.0,106,298,1225,10,4.1,67,59,454,14,,,,,,,,,,,,,,,,,
41,1981,355,5726,1084,5.3,31,13,325,295,502,3315,22,18,6.2,162,549,2411,16,4.4,138,102,838,25,,,,,,,,,,,,,,,,,
42,1980,251,4612,932,4.9,39,13,259,246,454,2801,16,26,5.7,147,444,1811,8,4.1,94,101,763,18,,,,,,,,,,,,,,,,,
43,1979,331,4990,1038,4.8,50,16,304,242,465,2765,18,34,5.4,158,522,2225,19,4.3,125,103,920,21,,,,,,,,,,,,,,,,,
44,1978,298,4914,1021,4.8,34,17,292,240,428,2842,17,17,6.1,144,556,2072,14,3.7,120,99,940,28,,,,,,,,,,,,,,,,,
45,1977,230,3957,933,4.2,54,28,247,192,379,2142,12,26,5.2,124,522,1815,11,3.5,103,97,791,20,,,,,,,,,,,,,,,,,
46,1976,273,3987,935,4.3,28,17,226,173,345,1915,17,11,4.8,90,540,2072,13,3.8,117,107,963,19,,,,,,,,,,,,,,,,,
47,1975,226,4137,952,4.3,43,19,264,235,409,2457,14,24,5.4,137,498,1680,13,3.4,104,90,871,23,,,,,,,,,,,,,,,,,
48,1974,282,4425,919,4.8,36,15,268,231,405,2375,19,21,5.3,129,474,2050,15,4.3,124,94,872,15,,,,,,,,,,,,,,,,,
49,1973,447,4647,929,5.0,27,10,274,178,326,2237,26,17,6.3,114,576,2410,19,4.2,138,90,811,22,,,,,,,,,,,,,,,,,
50,1972,380,4734,894,5.3,24,18,263,174,324,2143,12,6,6.2,100,546,2591,23,4.7,147,79,741,16,,,,,,,,,,,,,,,,,
51,1971,330,3795,880,4.3,37,14,237,180,354,2072,11,23,5.3,97,489,1723,22,3.5,117,75,916,23,,,,,,,,,,,,,,,,,
52,1970,352,4398,840,5.2,26,8,227,164,344,2605,25,18,7.0,115,466,1793,16,3.8,85,76,833,27,,,,,,,,,,,,,,,,,
53,1969,279,3773,833,4.5,40,17,183,167,371,2217,18,23,5.5,93,430,1556,10,3.6,77,61,592,13,,,,,,,,,,,,,,,,,
54,1968,248,3375,854,4.0,30,10,198,158,359,1671,13,20,4.3,96,462,1704,9,3.7,89,54,526,13,,,,,,,,,,,,,,,,,
55,1967,199,4055,910,4.5,39,13,233,228,461,2418,10,26,5.0,126,424,1637,7,3.9,86,59,614,21,,,,,,,,,,,,,,,,,
56,1966,396,4995,881,5.7,31,13,244,209,438,3162,35,18,6.9,131,422,1833,10,4.3,88,69,725,25,,,,,,,,,,,,,,,,,
57,1965,429,5153,945,5.5,40,13,271,177,416,2470,27,27,5.6,111,507,2683,17,5.3,132,67,701,28,,,,,,,,,,,,,,,,,
58,1964,355,5241,896,5.8,38,8,276,229,433,3280,24,30,7.2,159,438,1961,18,4.5,103,55,496,14,,,,,,,,,,,,,,,,,
59,1963,372,4581,907,5.1,50,14,256,190,424,2600,24,36,5.6,121,446,1981,12,4.4,117,73,704,18,,,,,,,,,,,,,,,,,
60,1962,270,4130,880,4.7,52,17,217,213,486,2561,18,35,4.9,126,362,1569,10,4.3,75,65,559,16,,,,,,,,,,,,,,,,,
61,1961,242,4025,899,4.5,48,15,235,212,493,2391,13,33,4.5,126,365,1634,17,4.5,87,57,588,22,,,,,,,,,,,,,,,,,
62,1960,285,4901,995,4.9,51,26,282,271,557,3517,28,25,5.9,164,397,1384,6,3.5,90,74,664,28,,,,,,,,,,,,,,,,,
