,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1925,28,MIL,NFL,6,0,6,0,.000,-24.0,-3.8,-20.2,,,,,16,
1,1926,29,MIL,NFL,9,2,7,0,.222,-1.7,-2.8,1.1,,,,,15,
