Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1925,MIL,HC,20,16,1,20,1,1,19,1,1,1,17,1,1,1,1,18,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1
1926,MIL,HC,22,15,1,13,1,1,15,1,1,1,9,1,1,1,1,20,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1
