Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1960,47,OAK,AFL,14,6,8,0,.429,-4.3,-0.9,-3.4,,,,,3,
1961,48,OAK,AFL,2,0,2,0,.000,-13.8,-6.5,-7.3,,,,,4,
