Year,Age,Level,Employer,Role
1959,37,NFL,Green Bay Packers,Receivers
1960,38,NFL,Los Angeles Rams,Receivers
1961,39,NFL,Los Angeles Rams,Receivers
1962,40,NFL,Green Bay Packers,Receivers
1963,41,NFL,Green Bay Packers,Receivers
1964,42,NFL,Green Bay Packers,Receivers
1965,43,NFL,Green Bay Packers,Receivers
1966,44,NFL,Atlanta Falcons,Offensive Coordinator
1967,45,NFL,New Orleans Saints,Head Coach
1968,46,NFL,New Orleans Saints,Head Coach
1969,47,NFL,New Orleans Saints,Head Coach
1970,48,NFL,New Orleans Saints,Head Coach
1971,49,NFL,Philadelphia Eagles,Offensive Coordinator
1972,50,NFL,Philadelphia Eagles,Offensive Coordinator
1974,52,WFL,Southern California Sun,Head Coach
1975,53,WFL,Southern California Sun,Head Coach
