,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,426,5664.0,1095.0,5.2,41.0,17,318.0,311,563,3699,30,24,6.2,176.0,495,1965,15,4.0,116.0,90,940,26.0,,,,,,,,,,,,,,,,,
1,buf,311,5640.0,1043.0,5.4,38.0,18,315.0,253,503,3515,25,20,6.8,163.0,524,2125,13,4.1,127.0,114,1001,25.0,,,,,,,,,,,,,,,,,
2,chi,253,4633.0,1132.0,4.1,40.0,17,278.0,222,489,2462,14,23,4.7,126.0,608,2171,13,3.6,126.0,121,996,26.0,,,,,,,,,,,,,,,,,
3,cin,421,5968.0,1078.0,5.5,24.0,12,361.0,332,550,3995,30,12,6.8,210.0,493,1973,19,4.0,124.0,109,896,27.0,,,,,,,,,,,,,,,,,
4,cle,276,5915.0,1138.0,5.2,53.0,26,364.0,348,624,3986,21,27,6.0,196.0,474,1929,11,4.1,131.0,109,971,37.0,,,,,,,,,,,,,,,,,
5,clt,259,4908.0,957.0,5.1,37.0,14,274.0,265,479,3058,21,23,5.9,158.0,441,1850,11,4.2,95.0,106,913,21.0,,,,,,,,,,,,,,,,,
6,crd,315,5077.0,1044.0,4.9,44.0,20,300.0,253,477,2864,15,24,5.5,141.0,519,2213,20,4.3,135.0,106,877,24.0,,,,,,,,,,,,,,,,,
7,dal,367,5880.0,1100.0,5.3,35.0,20,321.0,241,439,3169,24,15,6.7,158.0,630,2711,15,4.3,137.0,103,839,26.0,,,,,,,,,,,,,,,,,
8,den,321,5426.0,1061.0,5.1,39.0,18,306.0,289,485,3531,27,21,6.5,181.0,515,1895,12,3.7,91.0,99,833,34.0,,,,,,,,,,,,,,,,,
9,det,397,5933.0,1076.0,5.5,43.0,20,340.0,228,436,3138,18,23,6.5,150.0,596,2795,26,4.7,167.0,111,990,23.0,,,,,,,,,,,,,,,,,
10,gnb,324,4859.0,1044.0,4.7,41.0,17,308.0,286,514,3189,24,24,5.6,174.0,478,1670,11,3.5,104.0,84,687,30.0,,,,,,,,,,,,,,,,,
11,kan,343,5273.0,1057.0,5.0,46.0,24,315.0,224,410,2640,12,22,5.9,132.0,610,2633,22,4.3,160.0,97,924,23.0,,,,,,,,,,,,,,,,,
12,mia,345,5322.0,1063.0,5.0,31.0,10,306.0,271,498,3149,18,21,6.0,157.0,535,2173,18,4.1,123.0,71,541,26.0,,,,,,,,,,,,,,,,,
13,min,325,5845.0,1129.0,5.2,50.0,21,343.0,382,709,4333,27,29,5.9,217.0,391,1512,8,3.9,91.0,109,865,35.0,,,,,,,,,,,,,,,,,
14,nor,207,4705.0,1028.0,4.6,47.0,20,280.0,238,441,2419,8,27,5.0,124.0,546,2286,16,4.2,126.0,109,899,30.0,,,,,,,,,,,,,,,,,
15,nwe,322,5623.0,1026.0,5.5,50.0,16,306.0,254,482,3583,17,34,6.8,166.0,499,2040,23,4.1,124.0,89,742,16.0,,,,,,,,,,,,,,,,,
16,nyg,295,4326.0,1034.0,4.2,36.0,16,253.0,251,506,2641,16,20,4.8,140.0,481,1685,11,3.5,92.0,108,897,21.0,,,,,,,,,,,,,,,,,
17,nyj,355,5396.0,1108.0,4.9,31.0,17,318.0,283,507,3055,26,14,5.7,170.0,571,2341,11,4.1,122.0,112,936,26.0,,,,,,,,,,,,,,,,,
18,oti,281,4511.0,947.0,4.8,44.0,21,241.0,258,441,2777,21,23,5.8,124.0,466,1734,11,3.7,103.0,93,825,14.0,,,,,,,,,,,,,,,,,
19,phi,368,5553.0,1057.0,5.3,39.0,17,332.0,258,476,3044,25,22,6.1,150.0,559,2509,17,4.5,157.0,113,855,25.0,,,,,,,,,,,,,,,,,
20,pit,356,5598.0,1042.0,5.4,41.0,22,318.0,247,461,3226,25,19,6.6,156.0,554,2372,21,4.3,137.0,97,840,25.0,,,,,,,,,,,,,,,,,
21,rai,273,4977.0,1091.0,4.6,48.0,20,296.0,267,545,2919,18,28,4.9,166.0,493,2058,11,4.2,108.0,101,867,22.0,,,,,,,,,,,,,,,,,
22,ram,303,4793.0,1086.0,4.4,47.0,15,305.0,235,477,2557,15,32,4.9,134.0,559,2236,17,4.0,142.0,117,916,29.0,,,,,,,,,,,,,,,,,
23,sdg,478,6744.0,1129.0,6.0,40.0,22,379.0,368,629,4739,34,18,7.3,224.0,481,2005,26,4.2,127.0,128,947,28.0,,,,,,,,,,,,,,,,,
24,sea,322,5021.0,1001.0,5.0,38.0,23,295.0,307,524,3427,21,15,6.1,166.0,440,1594,14,3.6,103.0,106,823,26.0,,,,,,,,,,,,,,,,,
25,sfo,357,5484.0,1106.0,5.0,25.0,12,317.0,328,517,3543,20,13,6.5,183.0,560,1941,17,3.5,110.0,92,752,24.0,,,,,,,,,,,,,,,,,
26,tam,315,5160.0,950.0,5.4,28.0,14,269.0,239,473,3429,20,14,7.0,159.0,458,1731,13,3.8,95.0,89,779,15.0,,,,,,,,,,,,,,,,,
27,was,347,5623.0,1087.0,5.2,41.0,19,334.0,307,525,3466,19,22,6.2,173.0,532,2157,19,4.1,136.0,98,940,25.0,,,,,,,,,,,,,,,,,
