Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2023,45,LVR,NFL,9,5,4,0,.556,-0.9,-2.4,1.6,,,,,2,2,1,Interim coach after week 8
2024,46,LVR,NFL,17,4,13,0,.235,-6.4,-3.9,-2.5,,,,,4,5,1,
