Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1968,38,CHI,NFL,14,7,7,0,.500,-5.0,-1.1,-3.9,,,,,2,
1969,39,CHI,NFL,14,1,13,0,.071,-5.9,-3.2,-2.6,,,,,4,
1970,40,CHI,NFL,14,6,8,0,.429,2.2,0.4,1.8,,,,,4,
1971,41,CHI,NFL,14,6,8,0,.429,-3.4,-4.4,1.1,,,,,3,
