Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1935,PIT,HC,9,7,9,8,9,9,5,9,9,9,8,9,1,1,3,6,9,8,9,9,6,9,9,8,8,4,9,9,9,9,8
1936,PIT,HC,9,5,7,8,9,7,6,8,7,9,7,9,1,3,5,5,8,5,9,8,4,8,9,5,8,5,3,3,9,3,7
1952,PIT,HC,12,8,4,5,11,6,4,3,11,12,5,12,4,2,5,4,5,5,11,8,8,11,9,1,8,12,11,12,11,5,12
1953,PIT,HC,12,7,6,8,6,7,7,2,2,8,6,10,2,3,8,11,4,9,2,8,12,2,2,2,1,9,10,9,12,11,7
