,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2011,48,San Francisco 49ers,NFL,16,13,3,0,.813,8.3,1.7,6.6,2,1,1,.500,1,10,4,
1,2012,49,San Francisco 49ers,NFL,16,11,4,1,.719,10.2,3.5,6.7,3,2,1,.667,1,11,5,NFC Champions
2,2013,50,San Francisco 49ers,NFL,16,12,4,0,.750,10.1,3.5,6.6,3,2,1,.667,2,8,2,
3,2014,51,San Francisco 49ers,NFL,16,8,8,0,.500,-1.0,-3.0,2.1,,,,,3,6,1,
