,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2011,SFO,HC,32,2,1,4,14,26,11,1,3,8,12,19,1,31,29,24,1,20,4,2,1,2,1,1,1,1,23,16,8,2,9
1,2012,SFO,HC,32,5,8,4,3,11,11,2,7,4,6,3,9,31,23,16,1,8,3,2,14,9,4,4,3,13,21,4,7,16,3
2,2013,SFO,HC,32,3,4,3,14,24,11,2,3,3,4,11,16,32,30,23,1,10,5,3,6,7,4,11,9,5,21,7,5,10,9
3,2014,SFO,HC,32,17,6,22,15,20,25,11,9,4,21,4,24,29,30,22,5,28,5,10,4,10,7,4,11,27,17,5,25,1,9
4,2024,LAC,HC,32,8,3,8,17,20,11,2,11,17,11,24,6,28,19,13,1,11,11,1,13,10,14,1,27,23,17,7,12,8,4
