Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
chi,251,4157.0,752.0,5.5,34.0,15,216.0,177,354,2057,14,19,5.8,106.0,398,2100,17,5.3,96.0,54,530,14.0,,,,,,,,,,,,,,,,,
cle,218,2841.0,674.0,4.2,40.0,15,171.0,126,323,1652,15,25,5.1,83.0,351,1189,11,3.4,65.0,58,560,23.0,,,,,,,,,,,,,,,,,
clt,239,4122.0,768.0,5.4,33.0,14,234.0,158,320,2087,12,19,6.5,98.0,448,2035,18,4.5,120.0,69,681,16.0,,,,,,,,,,,,,,,,,
crd,252,3910.0,836.0,4.7,47.0,18,224.0,154,371,2008,16,29,5.4,102.0,465,1902,11,4.1,100.0,65,677,22.0,,,,,,,,,,,,,,,,,
det,275,4015.0,753.0,5.3,39.0,24,217.0,163,304,2164,18,15,7.1,110.0,449,1851,16,4.1,95.0,62,544,12.0,,,,,,,,,,,,,,,,,
gnb,276,3862.0,734.0,5.3,49.0,18,196.0,118,259,1688,13,31,6.5,71.0,475,2174,18,4.6,118.0,56,490,7.0,,,,,,,,,,,,,,,,,
nyg,223,3808.0,791.0,4.8,39.0,16,209.0,181,373,2367,16,23,6.3,119.0,418,1441,10,3.4,77.0,46,439,13.0,,,,,,,,,,,,,,,,,
phi,231,3231.0,727.0,4.4,36.0,20,174.0,124,272,1594,12,16,5.9,69.0,455,1637,12,3.6,89.0,57,463,16.0,,,,,,,,,,,,,,,,,
pit,285,3109.0,736.0,4.2,29.0,19,176.0,123,242,1295,19,10,5.4,67.0,494,1814,11,3.7,98.0,66,657,11.0,,,,,,,,,,,,,,,,,
ram,231,3933.0,774.0,5.1,46.0,15,245.0,193,351,2309,18,31,6.6,122.0,423,1624,10,3.8,95.0,50,430,28.0,,,,,,,,,,,,,,,,,
sfo,298,4008.0,849.0,4.7,34.0,13,250.0,147,311,1873,10,21,6.0,103.0,538,2135,24,4.0,132.0,58,528,15.0,,,,,,,,,,,,,,,,,
was,222,3190.0,731.0,4.4,43.0,24,189.0,165,340,1915,17,19,5.6,104.0,391,1275,8,3.3,73.0,79,694,12.0,,,,,,,,,,,,,,,,,
