,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,chi,294,4316.0,793.0,5.4,41.0,18,235.0,145,306,1928,17,23,6.3,101.0,487,2388,19,4.9,118.0,57,498,16.0,,,,,,,,,,,,,,,,,
1,cle,349,3970.0,770.0,5.2,29.0,18,224.0,130,234,1950,21,11,8.3,98.0,536,2020,20,3.8,111.0,64,603,15.0,,,,,,,,,,,,,,,,,
2,clt,214,3464.0,722.0,4.8,30.0,8,206.0,134,266,1631,11,22,6.1,92.0,456,1833,15,4.0,93.0,59,565,21.0,,,,,,,,,,,,,,,,,
3,crd,224,2971.0,718.0,4.1,45.0,20,150.0,106,280,1345,14,25,4.8,53.0,438,1626,10,3.7,84.0,82,695,13.0,,,,,,,,,,,,,,,,,
4,det,230,3887.0,792.0,4.9,41.0,19,224.0,204,400,2410,15,22,6.0,119.0,392,1477,11,3.8,88.0,51,526,17.0,,,,,,,,,,,,,,,,,
5,gnb,258,3662.0,781.0,4.7,44.0,25,213.0,159,348,1779,17,19,5.1,95.0,433,1883,11,4.3,106.0,41,401,12.0,,,,,,,,,,,,,,,,,
6,nyg,267,3453.0,706.0,4.9,31.0,16,189.0,137,292,1760,17,15,6.0,86.0,414,1693,12,4.1,92.0,50,458,11.0,,,,,,,,,,,,,,,,,
7,phi,248,3789.0,792.0,4.8,45.0,21,219.0,198,400,2472,19,24,6.2,128.0,392,1317,9,3.4,71.0,61,542,20.0,,,,,,,,,,,,,,,,,
8,pit,195,3671.0,810.0,4.5,47.0,17,211.0,189,390,2387,12,30,6.1,119.0,420,1284,13,3.1,74.0,67,604,18.0,,,,,,,,,,,,,,,,,
9,ram,260,4004.0,795.0,5.0,28.0,10,233.0,175,344,2061,9,18,6.0,103.0,451,1943,17,4.3,118.0,64,612,12.0,,,,,,,,,,,,,,,,,
10,sfo,216,3651.0,711.0,5.1,46.0,18,204.0,151,303,1938,17,28,6.4,89.0,408,1713,12,4.2,102.0,64,541,13.0,,,,,,,,,,,,,,,,,
11,was,246,3348.0,735.0,4.6,42.0,21,193.0,101,257,1348,11,21,5.2,71.0,478,2000,17,4.2,101.0,60,648,21.0,,,,,,,,,,,,,,,,,
