Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
akr,146.0,,,,,0.0,,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,13.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
bff,87.0,,,,,0.0,,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,8.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
cbd,184.0,,,,,0.0,,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,19.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
chi,123.0,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,14.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
col,24.0,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,3.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
crd,96.0,,,,,0.0,,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
day,80.0,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
ecg,6.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
gnb,70.0,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,6.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
ham,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
lou,13.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
mil,51.0,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,5.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
mnn,19.0,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
oor,69.0,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,9.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
rac,122.0,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,7.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
rch,13.0,,,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
rii,154.0,,,,,0.0,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,19.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
tol,94.0,,,,,0.0,,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,5.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,
