Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
akr,0.428635099011052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bff,-0.7319033863336349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbd,-1.2906811755736693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chi,-0.6674290260367078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col,2.126459920163464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crd,-0.5384803054428537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
day,-0.28058286425514556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecg,0.2781949249848889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnb,-0.4525144917136177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,-0.13014269022898242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lou,1.3957505034649578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mil,-0.08715978336436438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mnn,-0.7533948397659439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oor,2.4703231750804084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rac,-0.40953158484899965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rch,0.020297483797180705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rii,-1.0327837343859612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tol,-0.3450572245520726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
