Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1972,49,HOU,NFL,14,1,13,0,.071,-13.0,-7.1,-5.9,,,,,4,
1973,50,HOU,NFL,5,0,5,0,.000,-16.8,-4.4,-12.4,,,,,4,
