Year,Age,Level,Employer,Role
1973,24,High School,Rosemead (CA),Defensive Coordinator
1974,25,High School,Rosemead (CA),Defensive Coordinator
1975,26,High School,Rosemead (CA),Defensive Coordinator
1976,27,College (FBS),Utah State,Defensive Line
1977,28,College (FBS),Utah State,Defensive Line
1978,29,College (FBS),Utah State,Defensive Line
1979,30,College (FBS),Utah State,Defensive Line
1980,31,College (FBS),Utah State,Defensive Line
1981,32,College (FBS),Utah State,Defensive Line
1982,33,College (FBS),Utah State,Offensive Line/Special Teams
1983,34,College (FBS),California,Defensive Line
1984,35,College (FBS),California,Defensive Line
1985,36,College (FBS),California,Defensive Line
1986,37,College (FBS),California,Defensive Line
1987,38,College (FBS),California,Defensive Line
1988,39,College (FBS),California,Defensive Line
1989,40,College (FBS),California,Defensive Line
1990,41,College (FBS),California,Assistant Head Coach/Defensive Line
1991,42,College (FBS),California,Assistant Head Coach/Defensive Line
1992,43,College (FBS),Arizona State,Assistant Head Coach/Defensive Line
1993,44,College (FBS),Arizona State,Assistant Head Coach/Defensive Line
1994,45,College (FBS),Arizona State,Assistant Head Coach/Defensive Line
1995,46,College (FBS),USC,Defensive Line
1996,47,NFL,Tampa Bay Buccaneers,Defensive Line
1997,48,NFL,Tampa Bay Buccaneers,Defensive Line
1998,49,NFL,Tampa Bay Buccaneers,Defensive Line
1999,50,NFL,Tampa Bay Buccaneers,Defensive Line
2000,51,NFL,Tampa Bay Buccaneers,Defensive Line
2001,52,NFL,Tampa Bay Buccaneers,Defensive Line
2002,53,NFL,Tampa Bay Buccaneers,Assistant Head Coach/Defensive Line
2003,54,NFL,Tampa Bay Buccaneers,Assistant Head Coach/Defensive Line
2004,55,NFL,Tampa Bay Buccaneers,Assistant Head Coach/Defensive Line
2005,56,NFL,Tampa Bay Buccaneers,Assistant Head Coach/Defensive Line
2006,57,NFL,Detroit Lions,Head Coach
2007,58,NFL,Detroit Lions,Head Coach
2008,59,NFL,Detroit Lions,Head Coach
2009,60,NFL,Chicago Bears,Assistant Head Coach/Defensive Line
2010,61,NFL,Chicago Bears,Defensive Coordinator/Asst. Head Coach
2011,62,NFL,Chicago Bears,Defensive Coordinator/Asst. Head Coach
2012,63,NFL,Chicago Bears,Defensive Coordinator/Asst. Head Coach
2013,64,NFL,Dallas Cowboys,Defensive Line
2014,65,NFL,Dallas Cowboys,Defensive Coordinator/Defensive Line
2015,66,NFL,Dallas Cowboys,Defensive Coordinator/Defensive Line
2016,67,NFL,Dallas Cowboys,Defensive Coordinator/Defensive Line
2017,68,NFL,Dallas Cowboys,Defensive Coordinator/Defensive Line
2018,69,NFL,Dallas Cowboys,Defensive Coordinator/Defensive Line
2019,70,NFL,Dallas Cowboys,Defensive Coordinator/Defensive Line
2020,71,NFL,Las Vegas Raiders,Defensive Line/Interim DC
2021,72,NFL,Las Vegas Raiders,Defensive Line
