,Year,Age,Level,Employer,Role
0,2018,29,NFL,Dallas Cowboys,Quarterbacks
1,2019,30,NFL,Dallas Cowboys,Offensive Coordinator
2,2020,31,NFL,Dallas Cowboys,Offensive Coordinator
3,2021,32,NFL,Dallas Cowboys,Offensive Coordinator
4,2022,33,NFL,Dallas Cowboys,Offensive Coordinator
5,2023,34,NFL,Los Angeles Chargers,Offensive Coordinator
6,2024,35,NFL,Philadelphia Eagles,Offensive Coordinator
7,2025,36,NFL,New Orleans Saints,Head Coach
