,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1948,NYY,HC,8,6,3,5,6,8,5,4,6,5,5,5,3,7,8,8,4,6,3,3,2,3,4,4,4,4,3,7,3,2,8
1,1949,NYY,HC,7,3,4,3,4,6,5,4,1,2,4,3,4,7,7,7,4,7,2,2,4,1,1,1,1,3,6,6,3,3,3
2,1950,NYY,HC,13,5,4,7,11,2,2,3,10,6,5,1,2,6,2,2,6,2,12,11,8,6,12,12,13,11,13,12,8,6,10
3,1955,SFO,HC,12,10,11,11,10,8,10,11,10,7,7,4,5,7,6,3,11,7,9,12,9,12,11,12,7,12,5,5,1,6,7
