Year,Age,Level,Employer,Role
1928,26,College,Regis College,Head Coach
1929,27,College,Regis College,Head Coach
1930,28,College,Regis College,Head Coach
1931,29,College,Regis College,Head Coach
1932,30,College,St. Mary's (CA),Assistant Coach
1933,31,College,St. Mary's (CA),Assistant Coach
1934,32,College,St. Mary's (CA),Assistant Coach
1935,33,College,St. Mary's (CA),Assistant Coach
1936,34,College,St. Mary's (CA),Assistant Coach
1937,35,College,St. Mary's (CA),Assistant Coach
1938,36,College,St. Mary's (CA),Assistant Coach
1939,37,College,St. Mary's (CA),Assistant Coach
1940,38,College,St. Mary's (CA),Head Coach
1941,39,College,St. Mary's (CA),Head Coach
1946,44,AAFC,New York Yankees,Backfield Coach
1947,45,AAFC,New York Yankees,Backfield Coach
1948,46,AAFC,New York Yankees,Head Coach
1949,47,AAFC,New York Yankees,Head Coach
1950,48,NFL,New York Yanks,Head Coach
1955,53,NFL,San Francisco 49ers,Head Coach
