Year,Age,Level,Employer,Role
1919,28,College,Marietta,Head Coach
1920,29,College,Marietta,Head Coach
1921,30,College,Washington & Jefferson,Head Coach
1922,31,College,Washington & Jefferson,Head Coach
1923,32,College,Virginia,Head Coach
1924,33,College,Virginia,Head Coach
1925,34,College,Virginia,Head Coach
1926,35,College,Virginia,Head Coach
1927,36,College,Virginia,Head Coach
1928,37,College,Virginia,Head Coach
1930,39,Independent,Ironton Tanks,Head Coach
1931,40,College,West Virginia,Head Coach
1932,41,College,West Virginia,Head Coach
1933,42,College,West Virginia,Head Coach
1934,43,College,Yale,Backfield Coach
1935,44,College,Yale,Backfield Coach
1936,45,College,Yale,Backfield Coach
1937,46,College,Yale,Backfield Coach
1938,47,College,Yale,Backfield Coach
1939,48,College,Yale,Backfield Coach
1940,49,College,Yale,Backfield Coach
1941,50,NFL,Philadelphia Eagles,Head Coach
1942,51,NFL,Philadelphia Eagles,Head Coach
1943,52,NFL,Phi/Pit Eagles/Steelers,Head Coach
1944,53,NFL,Philadelphia Eagles,Head Coach
1945,54,NFL,Philadelphia Eagles,Head Coach
1946,55,NFL,Philadelphia Eagles,Head Coach
1947,56,NFL,Philadelphia Eagles,Head Coach
1948,57,NFL,Philadelphia Eagles,Head Coach
1949,58,NFL,Philadelphia Eagles,Head Coach
1950,59,NFL,Philadelphia Eagles,Head Coach
