,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,279,4669.0,947.0,4.9,23.0,11,261.0,312,578,3514,17,12,5.6,173.0,318,1155,11,3.6,75.0,82,671,13.0,,,,,,,,,,,,,,,,,
1,buf,409,5853.0,1045.0,5.6,41.0,21,334.0,281,478,3589,32,20,7.0,177.0,532,2264,15,4.3,136.0,103,831,21.0,,,,,,,,,,,,,,,,,
2,chi,358,5375.0,1028.0,5.2,42.0,17,302.0,267,484,3088,21,25,6.0,147.0,516,2287,22,4.4,136.0,95,846,19.0,,,,,,,,,,,,,,,,,
3,cin,404,6101.0,1083.0,5.6,32.0,19,348.0,288,513,3618,32,13,6.5,183.0,529,2483,17,4.7,136.0,85,637,29.0,,,,,,,,,,,,,,,,,
4,cle,334,5042.0,1011.0,5.0,30.0,15,285.0,309,529,3433,20,15,6.1,161.0,448,1609,14,3.6,101.0,128,973,23.0,,,,,,,,,,,,,,,,,
5,clt,298,4813.0,979.0,4.9,27.0,10,273.0,253,493,2960,18,17,5.7,140.0,458,1853,11,4.0,118.0,89,704,15.0,,,,,,,,,,,,,,,,,
6,crd,258,4641.0,986.0,4.7,44.0,14,262.0,279,523,3280,17,30,5.7,157.0,407,1361,10,3.3,83.0,113,856,22.0,,,,,,,,,,,,,,,,,
7,dal,204,4294.0,898.0,4.8,42.0,15,246.0,266,513,2885,14,27,5.3,145.0,355,1409,7,4.0,78.0,100,771,23.0,,,,,,,,,,,,,,,,,
8,den,362,5093.0,1071.0,4.8,32.0,12,308.0,256,474,3001,21,20,5.8,163.0,554,2092,15,3.8,125.0,83,594,20.0,,,,,,,,,,,,,,,,,
9,det,312,4992.0,928.0,5.4,48.0,24,274.0,229,450,2939,11,24,5.8,139.0,421,2053,23,4.9,117.0,121,977,18.0,,,,,,,,,,,,,,,,,
10,gnb,362,5780.0,1045.0,5.5,33.0,13,342.0,354,600,4048,27,20,6.2,207.0,397,1732,13,4.4,114.0,81,666,21.0,,,,,,,,,,,,,,,,,
11,kan,318,5265.0,1017.0,5.2,41.0,18,304.0,259,435,3038,14,23,6.6,165.0,559,2227,18,4.0,120.0,116,878,19.0,,,,,,,,,,,,,,,,,
12,mia,331,5546.0,1011.0,5.5,41.0,16,310.0,331,601,4216,26,25,6.9,201.0,400,1330,10,3.3,88.0,83,614,21.0,,,,,,,,,,,,,,,,,
13,min,351,5255.0,1053.0,5.0,33.0,14,326.0,272,499,3189,17,19,5.9,172.0,514,2066,12,4.0,126.0,119,974,28.0,,,,,,,,,,,,,,,,,
14,nor,386,5328.0,999.0,5.3,31.0,12,304.0,284,461,3380,23,19,6.8,167.0,502,1948,19,3.9,108.0,90,676,29.0,,,,,,,,,,,,,,,,,
15,nwe,297,5456.0,1129.0,4.8,39.0,12,335.0,302,610,3707,17,27,5.8,187.0,485,1749,12,3.6,114.0,63,509,34.0,,,,,,,,,,,,,,,,,
16,nyg,348,4963.0,1046.0,4.7,30.0,14,298.0,248,444,3074,17,16,6.3,157.0,556,1889,17,3.4,118.0,83,675,23.0,,,,,,,,,,,,,,,,,
17,nyj,253,5011.0,1032.0,4.9,41.0,17,292.0,338,570,3415,14,24,5.4,189.0,400,1596,11,4.0,91.0,116,953,12.0,,,,,,,,,,,,,,,,,
18,oti,365,5427.0,1028.0,5.3,33.0,17,327.0,295,496,3499,23,16,6.6,185.0,495,1928,16,3.9,112.0,149,1153,30.0,,,,,,,,,,,,,,,,,
19,phi,342,5320.0,1123.0,4.7,32.0,16,321.0,294,538,3112,23,16,5.3,171.0,540,2208,14,4.1,120.0,114,938,30.0,,,,,,,,,,,,,,,,,
20,pit,265,3996.0,955.0,4.2,31.0,18,244.0,210,404,2178,10,13,4.8,117.0,500,1818,17,3.6,106.0,116,986,21.0,,,,,,,,,,,,,,,,,
21,rai,315,4989.0,912.0,5.5,34.0,12,259.0,201,414,2951,21,22,6.4,143.0,454,2038,9,4.5,93.0,132,1105,23.0,,,,,,,,,,,,,,,,,
22,ram,426,6042.0,1027.0,5.9,29.0,11,321.0,308,523,4133,29,18,7.4,197.0,472,1909,19,4.0,107.0,102,823,17.0,,,,,,,,,,,,,,,,,
23,sdg,266,4910.0,986.0,5.0,36.0,17,267.0,270,515,3037,15,19,5.5,149.0,432,1873,13,4.3,95.0,122,906,23.0,,,,,,,,,,,,,,,,,
24,sea,241,4596.0,1010.0,4.6,37.0,14,290.0,316,559,3204,21,23,5.3,180.0,405,1392,5,3.4,86.0,79,738,24.0,,,,,,,,,,,,,,,,,
25,sfo,442,6268.0,1021.0,6.1,25.0,14,350.0,339,483,4302,35,11,8.1,209.0,493,1966,14,4.0,124.0,109,922,17.0,,,,,,,,,,,,,,,,,
26,tam,320,4842.0,1025.0,4.7,37.0,9,288.0,302,570,3335,23,28,5.4,174.0,412,1507,10,3.7,84.0,104,881,30.0,,,,,,,,,,,,,,,,,
27,was,386,6253.0,1116.0,5.6,37.0,20,338.0,337,581,4349,24,17,7.2,217.0,514,1904,14,3.7,101.0,105,881,20.0,,,,,,,,,,,,,,,,,
