,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,422,6108.0,1043.0,5.9,31.0,16,333.0,323,508,3800,28,15,7.0,187.0,499,2308,21,4.6,122.0,130,1001,24.0,203.0,33.5,14.8,Own 33.1,2:34,5.3,30.0,1.97,216.0,86.0,39.8%,14.0,5.0,35.7%,66.0,38.0,57.6%
1,buf,279,4313.0,1010.0,4.3,18.0,8,270.0,285,508,2707,18,10,5.0,153.0,464,1606,11,3.5,92.0,110,996,25.0,193.0,26.9,9.3,Own 33.5,2:31,5.4,22.4,1.41,225.0,86.0,38.2%,13.0,7.0,53.8%,45.0,23.0,51.1%
2,car,304,4725.0,996.0,4.7,26.0,10,274.0,299,522,3003,19,16,5.3,161.0,434,1722,10,4.0,83.0,111,1011,30.0,190.0,26.3,12.6,Own 30.7,2:33,5.4,24.7,1.4,225.0,78.0,34.7%,16.0,5.0,31.3%,41.0,20.0,48.8%
3,chi,346,4947.0,992.0,5.0,20.0,5,289.0,326,525,3082,20,15,5.7,156.0,449,1865,13,4.2,104.0,93,746,29.0,186.0,34.4,9.7,Own 33.8,2:36,5.5,26.6,1.74,214.0,84.0,39.3%,15.0,6.0,40.0%,57.0,28.0,49.1%
4,cin,384,5620.0,999.0,5.6,24.0,10,320.0,297,508,3402,23,14,6.3,177.0,461,2218,18,4.8,119.0,108,921,24.0,181.0,38.1,13.3,Own 32.4,2:35,5.7,30.9,2.05,206.0,85.0,41.3%,14.0,9.0,64.3%,55.0,30.0,54.5%
5,cle,322,4959.0,994.0,5.0,22.0,7,283.0,297,502,2846,13,15,5.3,160.0,457,2113,14,4.6,100.0,141,1095,23.0,178.0,34.8,11.2,Own 32.7,2:46,5.8,27.8,1.65,222.0,87.0,39.2%,13.0,8.0,61.5%,48.0,18.0,37.5%
6,clt,336,4789.0,913.0,5.2,30.0,15,279.0,277,445,2809,18,15,5.9,138.0,437,1980,19,4.5,117.0,123,1005,24.0,176.0,30.1,14.8,Own 29.9,2:41,5.3,27.2,1.74,188.0,72.0,38.3%,11.0,6.0,54.5%,41.0,27.0,65.9%
7,crd,452,5504.0,993.0,5.5,23.0,10,326.0,311,497,3589,29,13,6.9,184.0,475,1915,17,4.0,120.0,86,754,22.0,185.0,36.8,12.4,Own 33.3,2:39,5.5,29.7,2.12,199.0,92.0,46.2%,8.0,3.0,37.5%,60.0,37.0,61.7%
8,dal,260,4056.0,937.0,4.3,25.0,12,228.0,239,492,2631,18,13,5.0,127.0,413,1425,7,3.5,68.0,88,763,33.0,197.0,23.4,11.2,Own 30.5,2:15,4.9,20.6,1.21,227.0,69.0,30.4%,15.0,7.0,46.7%,34.0,16.0,47.1%
9,den,301,4433.0,910.0,4.9,20.0,11,241.0,265,495,2828,17,9,5.3,141.0,379,1605,11,4.2,77.0,137,1031,23.0,185.0,28.6,10.3,Own 31.1,2:16,5.1,23.8,1.46,207.0,61.0,29.5%,25.0,12.0,48.0%,35.0,15.0,42.9%
10,det,379,5360.0,997.0,5.4,28.0,13,298.0,331,522,3578,26,15,6.5,166.0,447,1782,14,4.0,105.0,119,953,27.0,192.0,30.2,13.5,Own 30.4,2:38,5.3,27.9,1.76,214.0,87.0,40.7%,13.0,8.0,61.5%,43.0,30.0,69.8%
11,gnb,307,5101.0,1036.0,4.9,32.0,11,288.0,326,589,3400,18,21,5.5,172.0,413,1701,10,4.1,91.0,97,767,25.0,196.0,29.6,15.3,Own 32.2,2:23,5.5,26.0,1.46,228.0,85.0,37.3%,17.0,4.0,23.5%,46.0,18.0,39.1%
12,htx,380,6082.0,1054.0,5.8,22.0,8,336.0,297,502,3712,22,14,7.1,179.0,533,2370,15,4.4,130.0,96,767,27.0,184.0,35.3,11.4,Own 29.4,2:51,5.9,32.9,1.86,222.0,89.0,40.1%,14.0,10.0,71.4%,52.0,23.0,44.2%
13,jax,331,4657.0,976.0,4.8,27.0,12,276.0,303,510,3251,23,15,6.1,172.0,442,1406,12,3.2,84.0,103,881,20.0,182.0,33.0,14.8,Own 34.5,2:37,5.5,25.4,1.78,218.0,92.0,42.2%,14.0,7.0,50.0%,44.0,23.0,52.3%
14,kan,332,5707.0,1054.0,5.4,37.0,12,322.0,332,565,3363,19,25,5.6,184.0,453,2344,18,5.2,120.0,95,781,18.0,190.0,29.5,17.4,Own 30.0,2:36,5.7,30.0,1.66,213.0,78.0,36.6%,23.0,10.0,43.5%,47.0,24.0,51.1%
15,mia,261,4787.0,1014.0,4.7,36.0,14,283.0,319,529,3335,12,22,5.8,171.0,441,1452,11,3.3,82.0,98,766,30.0,194.0,25.3,17.0,Own 30.9,2:32,5.4,24.6,1.23,222.0,81.0,36.5%,12.0,2.0,16.7%,43.0,14.0,32.6%
16,min,353,5356.0,955.0,5.6,35.0,7,316.0,311,531,3477,17,28,6.1,186.0,387,1879,22,4.9,94.0,90,720,36.0,178.0,33.7,19.1,Own 32.8,2:26,5.5,30.0,1.89,182.0,70.0,38.5%,14.0,6.0,42.9%,59.0,36.0,61.0%
17,nor,326,5234.0,997.0,5.2,27.0,13,298.0,264,485,2993,20,14,5.8,165.0,480,2241,12,4.7,109.0,101,1012,24.0,184.0,31.0,13.0,Own 30.8,2:36,5.6,28.3,1.63,208.0,79.0,38.0%,16.0,9.0,56.3%,53.0,26.0,49.1%
18,nwe,238,4666.0,1060.0,4.4,41.0,12,293.0,328,618,3232,11,29,4.9,177.0,401,1434,10,3.6,91.0,107,845,25.0,200.0,23.0,19.5,Own 30.6,2:23,5.5,23.5,1.11,235.0,81.0,34.5%,16.0,6.0,37.5%,46.0,18.0,39.1%
19,nyg,387,5320.0,1060.0,5.0,22.0,12,314.0,309,519,3412,25,10,6.0,178.0,496,1908,12,3.8,102.0,118,983,34.0,201.0,32.3,10.4,Own 31.0,2:37,5.5,26.3,1.71,225.0,85.0,37.8%,11.0,5.0,45.5%,49.0,26.0,53.1%
20,nyj,299,5319.0,1032.0,5.2,20.0,9,316.0,281,455,3025,14,11,6.2,168.0,542,2294,17,4.2,134.0,79,620,14.0,168.0,30.4,11.9,Own 31.7,3:08,6.3,31.4,1.65,207.0,84.0,40.6%,22.0,10.0,45.5%,52.0,24.0,46.2%
21,oti,324,4901.0,926.0,5.3,34.0,13,275.0,332,546,3606,20,21,6.2,167.0,342,1295,10,3.8,79.0,96,793,29.0,188.0,29.8,16.0,Own 29.2,2:19,5.1,26.0,1.53,184.0,51.0,27.7%,18.0,11.0,61.1%,41.0,18.0,43.9%
22,phi,287,5307.0,1058.0,5.0,26.0,13,306.0,337,559,3236,17,13,5.4,171.0,461,2071,13,4.5,116.0,129,1105,19.0,187.0,27.8,13.4,Own 30.2,2:43,5.8,28.1,1.48,221.0,78.0,35.3%,22.0,8.0,36.4%,42.0,20.0,47.6%
23,pit,327,4783.0,968.0,4.9,25.0,11,270.0,294,484,3042,20,14,5.9,155.0,449,1741,14,3.9,89.0,96,709,26.0,195.0,28.2,12.3,Own 31.2,2:25,5.1,24.4,1.54,209.0,71.0,34.0%,16.0,7.0,43.8%,45.0,23.0,51.1%
24,rai,379,5904.0,1036.0,5.7,25.0,11,317.0,286,467,3394,21,14,6.9,159.0,544,2510,21,4.6,127.0,115,981,31.0,200.0,35.0,11.5,Own 32.2,2:38,5.4,29.5,1.89,215.0,80.0,37.2%,14.0,8.0,57.1%,55.0,32.0,58.2%
25,ram,328,5052.0,964.0,5.2,46.0,22,272.0,296,510,3072,23,24,5.6,164.0,412,1980,9,4.8,92.0,114,882,16.0,194.0,26.3,22.2,Own 32.7,2:20,5.1,26.0,1.45,209.0,75.0,35.9%,21.0,9.0,42.9%,48.0,26.0,54.2%
26,rav,281,4341.0,1026.0,4.2,41.0,17,248.0,296,531,2805,19,24,4.9,144.0,448,1536,6,3.4,78.0,106,935,26.0,218.0,24.3,16.5,Own 31.2,2:13,4.8,19.9,1.19,235.0,69.0,29.4%,17.0,5.0,29.4%,33.0,16.0,48.5%
27,sdg,441,5593.0,1072.0,5.2,20.0,7,326.0,322,524,3375,36,13,6.1,178.0,518,2218,12,4.3,124.0,110,1006,24.0,191.0,37.7,9.9,Own 32.0,2:43,5.7,29.5,2.16,231.0,97.0,42.0%,18.0,10.0,55.6%,50.0,35.0,70.0%
28,sea,327,5239.0,1069.0,4.9,28.0,12,304.0,343,573,3480,24,16,5.7,183.0,456,1759,9,3.9,93.0,105,825,28.0,188.0,30.9,14.4,Own 30.6,2:42,5.9,27.7,1.63,235.0,99.0,42.1%,18.0,7.0,38.9%,50.0,23.0,46.0%
29,sfo,337,4928.0,976.0,5.0,37.0,14,292.0,310,514,3238,25,23,5.8,165.0,420,1690,13,4.0,99.0,78,720,28.0,187.0,29.4,16.6,Own 31.8,2:31,5.4,26.3,1.7,209.0,85.0,40.7%,12.0,7.0,58.3%,44.0,26.0,59.1%
30,tam,264,4466.0,962.0,4.6,33.0,13,249.0,274,475,2710,16,20,5.3,140.0,451,1756,6,3.9,89.0,104,817,20.0,189.0,25.4,16.4,Own 32.4,2:28,5.3,23.6,1.25,214.0,68.0,31.8%,18.0,7.0,38.9%,40.0,14.0,35.0%
31,was,372,5412.0,1014.0,5.3,30.0,13,325.0,285,483,3195,23,17,6.3,176.0,504,2217,20,4.4,122.0,95,835,27.0,188.0,33.0,14.4,Own 31.8,2:40,5.6,28.8,1.9,209.0,84.0,40.2%,11.0,8.0,72.7%,58.0,36.0,62.1%
