Year,Age,Level,Employer,Role
1992,28,College (NCAA D-III),Cortland State,Tight Ends
1993,29,College (NCAA D-III),Coast Guard,Offensive Line
1994,30,College (FCS),Northeastern,Offensive Line
1996,32,College (FBS),Georgia Tech,Tight Ends
1997,33,College (FBS),Georgia Tech,Offensive Line
1998,34,College (FBS),Georgia Tech,Offensive Line
1999,35,College (FBS),Georgia Tech,Offensive Line
2000,36,College (FBS),Georgia,Offensive Line
2001,37,College (FBS),Tennessee,Tight Ends/Offensive Tackles
2002,38,NFL,New York Jets,Offensive Line
2003,39,NFL,New York Jets,Offensive Line
2004,40,NFL,New York Jets,Offensive Line
2005,41,NFL,New York Jets,Offensive Line
2006,42,NFL,New Orleans Saints,Offensive Coordinator
2007,43,NFL,New Orleans Saints,Offensive Coordinator
2008,44,NFL,New Orleans Saints,Offensive Coordinator
2009,45,College (FBS),Syracuse,Head Coach
2010,46,College (FBS),Syracuse,Head Coach
2011,47,College (FBS),Syracuse,Head Coach
2012,48,College (FBS),Syracuse,Head Coach
2013,49,NFL,Buffalo Bills,Head Coach
2014,50,NFL,Buffalo Bills,Head Coach
2015,51,NFL,Jacksonville Jaguars,Asst. Head Coach/Offensive Line
2016,52,NFL,Jacksonville Jaguars,Asst. Head Coach/Offensive Line/Interim Head Coach
2017,53,NFL,Jacksonville Jaguars,Head Coach
2018,54,NFL,Jacksonville Jaguars,Head Coach
2019,55,NFL,Jacksonville Jaguars,Head Coach
2020,56,NFL,Jacksonville Jaguars,Head Coach
2021,57,College (FBS),Alabama,Offensive Line
2022,58,NFL,New Orleans Saints,Offensive Line
2023,59,NFL,New Orleans Saints,Offensive Line
2024,60,College (FBS),Boston College,Senior Analyst
2025,61,NFL,New England Patriots,Offensive Line
