Year,Age,Level,Employer,Role
1955,26,College,Illinois,Line Coach
1956,27,College,Illinois,Line Coach
1957,28,College,Illinois,Line Coach
1958,29,College,Illinois,Line Coach
1959,30,College,Illinois,Line Coach
1960,31,College,UMass,Head Coach
1961,32,College,Cincinnati,Head Coach
1962,33,College,Cincinnati,Head Coach
1963,34,College,Cincinnati,Head Coach
1964,35,College,Cincinnati,Head Coach
1965,36,College,Cincinnati,Head Coach
1966,37,College,Cincinnati,Head Coach
1969,40,AFL,Cincinnati Bengals,Defensive Line
1970,41,NFL,Cincinnati Bengals,Defensive Line
1971,42,NFL,Cincinnati Bengals,Defensive Line
1972,43,NFL,Cincinnati Bengals,Defensive Line
1973,44,NFL,Cincinnati Bengals,Defensive Line
1974,45,NFL,Cincinnati Bengals,Defensive Line
1975,46,NFL,Cincinnati Bengals,Defensive Line
1976,47,NFL,Cincinnati Bengals,Defensive Line
1977,48,NFL,Cincinnati Bengals,Defensive Line
1978,49,NFL,Cincinnati Bengals,Defensive Line
1979,50,NFL,San Francisco 49ers,Defensive Coordinator
1980,51,NFL,San Francisco 49ers,Defensive Coordinator
1981,52,NFL,San Francisco 49ers,Defensive Coordinator
1982,53,NFL,San Francisco 49ers,Defensive Coordinator
1983,54,NFL,Houston Oilers,Defensive Coordinator/Interim HC
1984,55,NFL,Miami Dolphins,Defensive Coordinator
1985,56,NFL,Miami Dolphins,Defensive Coordinator
1986,57,NFL,Miami Dolphins,Defensive Coordinator
1987,58,NFL,Miami Dolphins,Linebackers
1988,59,NFL,Miami Dolphins,Linebackers
1989,60,NFL,Cincinnati Bengals,Defensive Line
1990,61,NFL,Cincinnati Bengals,Defensive Line
1991,62,NFL,Cincinnati Bengals,Defensive Line
