,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1922,28,HAM,NFL,6,0,5,1,.000,-0.1,-3.2,3.0,,,,,15,
1,1923,29,HAM,NFL,7,1,5,1,.167,1.6,-1.2,2.8,,,,,15,
2,1924,30,HAM,NFL,5,2,2,1,.500,2.4,-1.9,4.3,,,,,10,
