,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
48,1976,217,4122,953,4.3,47,21,215,146,354,1917,11,26,4.8,91,555,2205,12,4.0,109,95,818,15,,,,,,,,,,,,,,,,,
49,1975,276,4483,950,4.7,37,19,255,217,389,2436,17,18,5.7,128,525,2047,11,3.9,105,89,773,22,,,,,,,,,,,,,,,,,
50,1974,196,3285,844,3.9,40,15,210,197,399,1846,13,25,4.3,114,414,1439,7,3.5,79,69,529,17,,,,,,,,,,,,,,,,,
51,1973,198,3779,939,4.0,44,18,233,203,406,2176,12,26,4.7,119,480,1603,8,3.3,89,86,708,25,,,,,,,,,,,,,,,,,
52,1972,218,3595,829,4.3,32,15,223,186,367,1862,10,17,4.6,108,427,1733,12,4.1,95,64,568,20,,,,,,,,,,,,,,,,,
53,1971,190,3523,855,4.1,41,12,213,191,411,2127,11,29,4.8,119,408,1396,7,3.4,73,93,720,21,,,,,,,,,,,,,,,,,
54,1970,314,4333,866,5.0,28,13,266,205,374,2265,14,15,5.7,125,468,2068,19,4.4,125,87,930,16,,,,,,,,,,,,,,,,,
55,1969,319,4476,898,5.0,26,10,277,192,369,2177,11,16,5.6,110,511,2299,26,4.5,149,83,904,18,,,,,,,,,,,,,,,,,
56,1968,358,4683,877,5.3,35,14,259,202,359,2489,16,21,6.6,118,497,2194,18,4.4,122,82,879,19,,,,,,,,,,,,,,,,,
57,1967,353,5255,937,5.6,34,14,274,261,468,3403,25,20,6.7,153,431,1852,19,4.3,98,86,882,23,,,,,,,,,,,,,,,,,
58,1966,355,4692,894,5.2,43,20,261,224,411,2861,21,23,6.3,134,438,1831,19,4.2,106,62,626,21,,,,,,,,,,,,,,,,,
59,1965,301,3870,849,4.6,42,15,237,161,318,2117,15,27,5.8,101,486,1753,18,3.6,100,74,738,36,,,,,,,,,,,,,,,,,
60,1964,305,4060,889,4.6,55,21,243,193,406,2247,16,34,5.0,125,440,1813,20,4.1,101,60,624,17,,,,,,,,,,,,,,,,,
61,1963,398,5077,919,5.5,31,10,285,230,417,3214,33,21,7.1,154,469,1863,12,4.0,110,83,917,21,,,,,,,,,,,,,,,,,
62,1962,376,5238,823,6.4,48,20,280,247,412,3602,35,28,8.7,165,411,1636,12,4.0,95,83,863,20,,,,,,,,,,,,,,,,,
63,1961,392,4825,821,5.9,41,15,261,238,409,3275,37,26,8.0,154,412,1550,10,3.8,94,63,603,13,,,,,,,,,,,,,,,,,
64,1960,309,4066,683,6.0,34,19,223,169,321,2564,24,15,8.0,126,362,1502,9,4.1,77,68,654,20,,,,,,,,,,,,,,,,,
65,1959,350,4644,723,6.4,27,14,252,185,319,2430,26,13,7.6,125,404,2214,19,5.5,109,59,570,18,,,,,,,,,,,,,,,,,
66,1958,268,4402,696,6.3,38,22,215,153,300,2668,21,16,8.9,102,396,1734,13,4.4,100,61,642,13,,,,,,,,,,,,,,,,,
67,1957,230,3595,656,5.5,28,12,174,135,262,2028,18,16,7.7,89,394,1567,11,4.0,82,65,599,3,,,,,,,,,,,,,,,,,
68,1956,225,3199,686,4.7,34,16,188,120,240,1629,11,18,6.8,83,446,1570,15,3.5,97,58,548,8,,,,,,,,,,,,,,,,,
69,1955,222,3190,731,4.4,43,24,189,165,340,1915,17,19,5.6,104,391,1275,8,3.3,73,79,694,12,,,,,,,,,,,,,,,,,
70,1954,432,4793,787,6.1,36,18,282,217,387,2905,33,18,7.5,163,400,1888,20,4.7,108,82,739,11,,,,,,,,,,,,,,,,,
71,1953,215,3638,805,4.5,44,17,210,171,350,1752,8,27,5.0,93,455,1886,15,4.1,102,68,596,15,,,,,,,,,,,,,,,,,
72,1952,287,3397,701,4.8,34,16,189,121,275,1580,12,18,5.7,80,426,1817,19,4.3,96,91,817,13,,,,,,,,,,,,,,,,,
73,1951,296,4050,759,5.3,33,15,241,140,295,1957,16,18,6.6,92,464,2093,20,4.5,135,71,630,14,,,,,,,,,,,,,,,,,
74,1950,326,4004,790,5.1,31,12,217,145,328,2060,19,19,6.3,90,462,1944,17,4.2,110,74,638,17,,,,,,,,,,,,,,,,,
75,1949,339,4507,803,5.6,31,13,233,148,316,2191,24,18,6.9,95,487,2316,23,4.8,120,74,676,18,,,,,,,,,,,,,,,,,
76,1948,287,3911,771,5.1,42,18,233,135,289,1953,20,24,6.8,93,482,1958,17,4.1,114,81,771,26,,,,,,,,,,,,,,,,,
77,1947,367,3986,691,5.8,29,8,196,146,282,2422,26,21,8.6,88,409,1564,18,3.8,80,87,745,28,,,,,,,,,,,,,,,,,
78,1946,191,2445,623,3.9,34,10,147,101,216,1342,10,24,6.2,56,407,1103,12,2.7,71,66,552,20,,,,,,,,,,,,,,,,,
79,1945,121,2124,546,3.9,22,6,111,95,209,1121,9,16,5.4,39,337,1003,8,3.0,60,49,411,12,,,,,,,,,,,,,,,,,
80,1944,180,2658,597,4.5,28,9,123,84,188,1166,9,19,6.2,47,409,1492,12,3.6,71,60,421,5,,,,,,,,,,,,,,,,,
81,1943,137,2356,599,3.9,34,8,110,77,193,1026,9,26,5.3,34,406,1330,8,3.3,68,44,349,8,,,,,,,,,,,,,,,,,
82,1942,102,1941,583,3.3,26,7,111,81,216,1093,5,19,5.1,46,367,848,5,2.3,52,43,340,13,,,,,,,,,,,,,,,,,
83,1941,174,2448,639,3.8,35,12,129,103,229,1338,14,23,5.8,56,410,1110,9,2.7,66,37,269,7,,,,,,,,,,,,,,,,,
84,1940,142,2857,649,4.4,27,9,,125,287,1782,11,18,6.2,,362,1075,5,3.0,,0,0,,,,,,,,,,,,,,,,,,
85,1939,94,2115,655,3.2,36,12,,90,243,1116,6,24,4.6,,412,999,5,2.4,,0,0,,,,,,,,,,,,,,,,,,
86,1938,154,2174,622,3.5,28,9,,69,195,943,9,19,4.8,,427,1231,8,2.9,,0,0,,,,,,,,,,,,,,,,,,
87,1937,120,2095,523,4.0,41,24,,66,171,946,12,17,5.5,,352,1149,3,3.3,,0,0,,,,,,,,,,,,,,,,,,
88,1936,110,2102,632,3.3,54,32,,62,198,954,7,22,4.8,,434,1148,3,2.6,,0,0,,,,,,,,,,,,,,,,,,
89,1935,123,1926,571,3.4,48,19,,68,167,928,8,29,5.6,,404,998,5,2.5,,0,0,,,,,,,,,,,,,,,,,,
90,1934,94,2397,577,4.2,18,0,,45,159,682,4,18,4.3,,418,1715,5,4.1,,0,0,,,,,,,,,,,,,,,,,,
91,1933,97,2471,491,5.0,24,0,,72,162,1312,7,24,8.1,,329,1159,6,3.5,,0,0,,,,,,,,,,,,,,,,,,
92,1932,79,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
