,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2024,485,6284,1101,5.7,16,7,380,365,525,3665,29,9,6.4,192,526,2619,25,5.0,154,111,960,34,176,50.0,8.0,Own 31.8,2:59,6.49,35.6,2.73,217,99,45.6%,23,20,87.0%,71,45,63.4%
1,2023,329,5317,1060,5.0,32,11,321,407,636,3725,24,21,5.3,190,359,1592,14,4.4,99,87,701,32,197,29.4,15.2,Own 27.4,2:33,5.50,26.9,1.68,216,77,35.6%,29,16,55.2%,49,31,63.3%
2,2022,321,5615,1140,4.9,23,7,339,344,554,3472,24,16,5.8,184,538,2143,9,4.0,124,92,805,31,197,29.4,11.7,Own 26.2,2:53,5.94,28.4,1.55,230,81,35.2%,25,12,48.0%,47,24,51.1%
3,2021,335,5502,1070,5.1,24,9,345,356,550,3441,21,15,5.8,181,477,2061,13,4.3,129,82,743,35,179,34.6,13.4,Own 27.3,2:54,6.13,30.5,1.80,224,87,38.8%,32,16,50.0%,51,26,51.0%
4,2020,335,5076,1051,4.8,27,11,322,389,601,3465,16,16,5.3,184,400,1611,18,4.0,108,87,697,30,183,33.3,13.1,Own 28.4,2:37,5.93,27.7,1.74,225,88,39.1%,19,11,57.9%,47,27,57.4%
5,2019,266,4395,885,5.0,21,8,248,298,479,2812,18,13,5.3,154,356,1583,9,4.4,74,106,835,20,176,29.5,11.9,Own 28.3,2:28,5.18,25.0,1.50,179,52,29.1%,14,6,42.9%,41,20,48.8%
6,2018,281,4795,967,5.0,19,4,280,311,509,3021,16,15,5.5,156,414,1774,12,4.3,96,115,1008,28,170,31.8,11.2,Own 28.6,2:47,5.87,28.3,1.61,206,75,36.4%,18,10,55.6%,40,21,52.5%
7,2017,342,5199,982,5.3,27,14,278,347,540,3751,27,13,6.5,191,401,1448,10,3.6,66,92,733,21,191,31.9,12.6,Own 29.4,2:30,5.30,27.0,1.73,204,66,32.4,16,9,56.3,46,25,54.3
8,2016,396,6454,1009,6.4,21,9,345,407,607,4758,25,12,7.6,226,379,1696,17,4.5,89,110,909,30,175,43.4,11.4,Own 27.4,2:45,6.01,36.9,2.26,199,90,45.2%,14,7,50.0%,61,28,45.9%
9,2015,388,5661,1011,5.6,22,11,317,386,555,4095,30,11,7.0,208,429,1566,9,3.7,81,105,828,28,180,36.1,11.1,Own 27.0,2:49,5.78,31.5,1.95,216,94,43.5%,12,7,58.3%,49,30,61.2%
10,2014,301,5738,1006,5.7,31,13,318,364,547,4047,18,18,6.7,186,401,1691,15,4.2,88,120,1130,44,192,29.7,15.6,Own 25.1,2:34,5.38,29.9,1.58,197,62,31.5%,16,4,25.0%,48,23,47.9%
11,2013,334,5915,1107,5.3,34,15,329,355,611,3751,20,19,5.7,198,453,2164,14,4.8,112,99,802,19,199,27.6,16.6,Own 25.3,2:29,5.69,29.5,1.51,235,95,40.4%,20,6,30.0%,50,26,52.0%
12,2012,436,6131,994,6.2,14,6,341,291,442,3422,24,8,7.2,171,519,2709,22,5.2,144,116,985,26,183,39.3,7.7,Own 27.5,2:44,5.60,33.6,2.23,190,68,35.8%,17,12,70.6%,53,32,60.4%
13,2011,288,5387,1032,5.2,35,11,312,346,591,3773,19,24,6.0,204,400,1614,8,4.0,79,91,897,29,188,30.9,18.6,Own 29.1,2:35,5.71,28.6,1.50,219,81,37.0%,13,4,30.8%,51,21,41.2%
14,2010,302,5374,1002,5.4,31,12,295,349,605,3913,21,19,6.0,194,351,1461,9,4.2,72,90,647,29,205,26.3,14.6,Own 28.8,2:15,5.06,26.0,1.38,208,61,29.3%,12,6,50.0%,43,22,51.2%
15,2009,266,5000,970,5.2,28,12,280,340,533,3490,21,16,6.0,191,391,1510,8,3.9,72,85,679,17,172,29.7,13.4,Own 28.7,2:42,5.78,28.9,1.56,216,86,39.8%,22,7,31.8%,46,26,56.5%
16,2008,265,5120,1026,5.0,18,12,295,318,510,3025,14,6,5.5,165,478,2095,12,4.4,109,83,644,21,178,29.2,9.6,Own 31.8,2:50,5.97,28.7,1.46,216,76,35.2%,16,10,62.5%,48,23,47.9%
17,2007,334,5334,1052,5.1,29,18,307,319,525,3463,18,11,6.3,192,498,1871,15,3.8,103,90,751,12,193,32.1,15.0,Own 32.0,2:35,5.63,27.4,1.65,226,92,40.7%,15,6,40.0%,55,27,49.1%
18,2006,307,5243,979,5.4,17,7,295,274,470,3027,19,10,6.2,150,490,2216,13,4.5,123,106,939,22,179,30.2,9.5,Own 29.1,2:42,5.64,29.2,1.62,211,79,37.4%,13,6,46.2%,42,21,50.0%
19,2005,359,5289,1037,5.1,27,16,301,278,481,3106,25,11,6.1,166,525,2183,15,4.2,114,108,925,21,192,29.7,13.0,Own 30.0,2:39,5.51,27.5,1.72,230,97,42.2%,11,6,54.5%,47,30,63.8%
20,2004,240,4397,1023,4.3,27,10,269,288,514,2632,18,17,4.8,156,471,1765,6,3.7,91,115,1047,22,198,21.7,13.1,Own 31.7,2:32,5.30,22.1,1.14,221,70,31.7%,11,4,36.4%,44,23,52.3%
21,2003,287,4659,991,4.7,28,12,272,283,527,3006,21,16,5.3,156,421,1653,8,3.9,95,124,1038,21,191,28.3,13.6,Own 31.8,2:25,5.36,24.5,1.46,215,73,34.0%,14,8,57.1%,45,24,53.3%
22,2002,307,5143,1039,4.9,40,20,303,300,559,3254,24,20,5.5,165,442,1889,10,4.3,107,116,968,31,197,25.4,18.3,Own 30.7,2:24,5.41,26.0,1.45,221,88,39.8%,25,13,52.0%,44,26,59.1%
23,2001,256,4435,960,4.6,28,15,241,235,432,2487,13,13,5.3,122,490,1948,10,4.0,104,104,828,15,192,25.5,12.0,Own 33.2,2:31,5.17,23.0,1.24,223,79,35.4%,13,4,30.8%,44,18,40.9%
24,2000,281,5396,1038,5.2,33,12,308,343,561,3648,18,21,6.2,185,445,1748,14,3.9,98,115,1009,25,192,27.1,15.6,Own 31.7,2:38,5.56,27.5,1.48,213,84,39.4%,10,4,40.0%,48,23,47.9%
25,1999,443,5965,1031,5.8,25,11,338,324,537,3926,26,14,6.9,183,463,2039,23,4.4,121,104,808,34,202,35.1,11.4,Own 30.8,2:22,5.26,29.6,2.02,203,77,37.9%,18,9,50.0%,52,31,59.6%
26,1998,319,5010,1027,4.9,29,15,295,304,565,3325,24,14,5.3,186,401,1685,15,4.2,84,112,975,25,,,,,,,,,,,,,,,,,
27,1997,327,4998,1033,4.8,29,7,300,283,547,3383,22,22,5.8,192,453,1615,12,3.6,86,78,639,22,,,,,,,,,,,,,,,,,
28,1996,364,5229,960,5.4,18,7,307,270,471,3319,12,11,6.7,174,467,1910,27,4.1,106,95,740,27,,,,,,,,,,,,,,,,,
29,1995,326,5184,1026,5.1,30,10,297,265,521,3228,16,20,5.8,169,469,1956,15,4.2,105,78,563,23,,,,,,,,,,,,,,,,,
30,1994,320,4793,974,4.9,40,13,269,271,546,3378,25,27,6.0,166,407,1415,5,3.5,79,88,730,24,,,,,,,,,,,,,,,,,
31,1993,230,4273,969,4.4,31,10,255,287,533,2545,11,21,4.4,143,396,1728,11,4.4,92,90,597,20,,,,,,,,,,,,,,,,,
32,1992,300,4890,991,4.9,24,7,276,272,485,3163,15,17,6.2,160,483,1727,10,3.6,104,84,741,12,,,,,,,,,,,,,,,,,
33,1991,485,5741,996,5.8,23,12,302,261,447,3692,30,11,8.1,179,540,2049,21,3.8,107,90,798,16,,,,,,,,,,,,,,,,,
34,1990,381,5562,1073,5.2,28,6,327,301,536,3479,22,22,6.2,193,515,2083,16,4.0,117,102,824,17,,,,,,,,,,,,,,,,,
35,1989,386,6253,1116,5.6,37,20,338,337,581,4349,24,17,7.2,217,514,1904,14,3.7,101,105,881,20,,,,,,,,,,,,,,,,,
36,1988,345,5679,1053,5.4,46,21,307,327,592,4136,33,25,6.7,202,437,1543,8,3.5,88,96,817,17,,,,,,,,,,,,,,,,,
37,1987,379,5597,1005,5.6,37,19,301,247,478,3495,27,18,6.9,153,500,2102,18,4.2,119,82,691,29,,,,,,,,,,,,,,,,,
38,1986,368,5601,1044,5.4,32,10,312,276,542,3869,22,22,6.8,177,474,1732,23,3.7,112,94,860,23,,,,,,,,,,,,,,,,,
39,1985,297,5338,1135,4.7,40,19,319,280,512,2815,13,21,5.0,157,571,2523,20,4.4,147,74,596,15,,,,,,,,,,,,,,,,,
40,1984,426,5350,1121,4.8,28,15,339,286,485,3076,24,13,5.8,164,588,2274,20,3.9,154,80,723,21,,,,,,,,,,,,,,,,,
41,1983,541,6139,1127,5.4,18,7,353,278,463,3514,29,11,7.1,173,629,2625,30,4.2,165,90,776,15,,,,,,,,,,,,,,,,,
42,1982,190,2985,598,5.0,16,7,165,162,253,1845,13,9,6.5,87,315,1140,5,3.6,66,46,404,12,,,,,,,,,,,,,,,,,
43,1981,347,5623,1087,5.2,41,19,334,307,525,3466,19,22,6.2,173,532,2157,19,4.1,136,98,940,25,,,,,,,,,,,,,,,,,
44,1980,261,4854,1039,4.7,36,18,279,284,486,2838,17,18,5.4,148,517,2016,12,3.9,109,114,1008,22,,,,,,,,,,,,,,,,,
45,1979,348,4904,1044,4.7,25,10,298,235,401,2576,20,15,5.9,144,609,2328,17,3.8,126,86,749,28,,,,,,,,,,,,,,,,,
46,1978,273,4647,1021,4.6,37,16,261,212,438,2565,17,21,5.3,134,537,2082,10,3.9,99,116,978,28,,,,,,,,,,,,,,,,,
47,1977,196,3615,937,3.9,30,14,227,183,383,1863,15,16,4.3,124,502,1752,4,3.5,79,94,802,24,,,,,,,,,,,,,,,,,
48,1976,291,4096,956,4.3,43,23,255,187,370,1985,20,20,4.9,122,548,2111,10,3.9,114,90,868,19,,,,,,,,,,,,,,,,,
49,1975,325,4669,919,5.1,46,17,272,229,448,2917,28,29,6.1,150,444,1752,9,3.9,97,78,723,25,,,,,,,,,,,,,,,,,
50,1974,320,4245,908,4.7,20,9,249,254,413,2802,22,11,6.4,156,470,1443,11,3.1,77,78,621,16,,,,,,,,,,,,,,,,,
51,1973,325,3797,862,4.4,32,18,232,209,372,2358,20,14,5.9,131,459,1439,9,3.1,76,81,771,25,,,,,,,,,,,,,,,,,
52,1972,336,4275,808,5.3,26,11,235,159,284,2193,21,15,7.4,106,513,2082,17,4.1,110,78,721,19,,,,,,,,,,,,,,,,,
53,1971,276,4030,828,4.9,35,20,212,182,334,2273,13,15,6.5,112,477,1757,8,3.7,77,80,801,23,,,,,,,,,,,,,,,,,
54,1970,297,4129,815,5.1,24,14,249,203,342,2108,23,10,5.7,100,444,2021,11,4.6,122,65,613,27,,,,,,,,,,,,,,,,,
55,1969,307,4316,861,5.0,26,10,256,275,444,2784,22,16,5.8,149,377,1532,11,4.1,84,74,756,23,,,,,,,,,,,,,,,,,
56,1968,249,3648,805,4.5,37,19,223,227,408,2484,23,18,5.6,132,360,1164,6,3.2,67,65,643,24,,,,,,,,,,,,,,,,,
57,1967,347,4977,891,5.6,31,14,280,301,527,3730,31,17,6.8,177,345,1247,13,3.6,82,67,588,21,,,,,,,,,,,,,,,,,
58,1966,351,4391,826,5.3,35,15,225,255,443,3014,28,20,6.4,130,356,1377,9,3.9,78,64,591,17,,,,,,,,,,,,,,,,,
59,1965,257,3608,820,4.4,41,21,210,220,427,2571,20,20,5.5,125,354,1037,7,2.9,69,81,692,16,,,,,,,,,,,,,,,,,
60,1964,307,3958,825,4.8,33,17,193,214,415,2721,25,16,5.9,116,366,1237,11,3.4,70,87,825,7,,,,,,,,,,,,,,,,,
61,1963,279,4423,817,5.4,53,19,244,204,430,3134,17,34,6.6,140,344,1289,15,3.7,81,74,736,23,,,,,,,,,,,,,,,,,
62,1962,305,4311,799,5.4,44,17,241,223,428,3223,27,27,7.5,156,371,1088,10,2.9,59,62,663,26,,,,,,,,,,,,,,,,,
63,1961,174,3247,781,4.2,40,12,193,189,420,2175,12,28,5.2,124,361,1072,9,3.0,55,70,651,14,,,,,,,,,,,,,,,,,
64,1960,178,2744,689,4.0,38,15,166,147,274,1431,9,23,5.2,71,415,1313,9,3.2,83,69,713,12,,,,,,,,,,,,,,,,,
65,1959,185,3487,706,4.9,40,17,193,121,284,1523,13,23,5.4,80,422,1964,9,4.7,94,51,453,19,,,,,,,,,,,,,,,,,
66,1958,214,3673,731,5.0,33,16,213,121,251,1696,14,17,6.8,90,480,1977,11,4.1,111,40,365,12,,,,,,,,,,,,,,,,,
67,1957,251,3494,701,5.0,30,17,197,109,201,1621,11,13,8.1,78,500,1873,17,3.7,107,31,321,12,,,,,,,,,,,,,,,,,
68,1956,183,2961,716,4.1,35,17,176,104,215,1218,11,18,5.7,71,501,1743,5,3.5,91,44,383,14,,,,,,,,,,,,,,,,,
69,1955,246,3348,735,4.6,42,21,193,101,257,1348,11,21,5.2,71,478,2000,17,4.2,101,60,648,21,,,,,,,,,,,,,,,,,
70,1954,207,3120,684,4.6,55,23,188,116,257,1494,15,32,5.8,76,427,1626,9,3.8,94,54,455,18,,,,,,,,,,,,,,,,,
71,1953,208,3234,691,4.7,47,18,181,107,278,1508,12,29,5.4,82,413,1726,10,4.2,90,49,408,9,,,,,,,,,,,,,,,,,
72,1952,240,3395,753,4.5,38,17,206,147,286,1740,20,21,6.1,90,467,1655,10,3.5,95,69,669,21,,,,,,,,,,,,,,,,,
73,1951,183,3555,773,4.6,43,18,199,99,226,1404,8,25,6.2,62,547,2151,14,3.9,128,67,560,9,,,,,,,,,,,,,,,,,
74,1950,232,3758,724,5.2,47,22,187,154,314,1985,18,25,6.3,84,410,1773,10,4.3,92,80,829,11,,,,,,,,,,,,,,,,,
75,1949,268,4110,801,5.1,42,13,217,197,394,2531,22,29,6.4,121,407,1579,14,3.9,78,85,675,18,,,,,,,,,,,,,,,,,
76,1948,291,4464,794,5.6,43,17,236,202,360,2861,24,26,7.9,120,434,1603,11,3.7,93,122,1100,23,,,,,,,,,,,,,,,,,
77,1947,295,4679,800,5.8,39,21,242,231,416,3336,28,18,8.0,140,384,1343,11,3.5,76,102,860,26,,,,,,,,,,,,,,,,,
78,1946,171,3105,659,4.7,44,22,161,112,221,1613,10,22,7.3,67,438,1492,11,3.4,84,85,842,10,,,,,,,,,,,,,,,,,
79,1945,209,3546,622,5.7,20,9,154,146,228,1838,12,11,8.1,71,394,1708,15,4.3,77,80,672,6,,,,,,,,,,,,,,,,,
