,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
80,1944,169,2925,641,4.6,29,12,133,170,299,2021,17,17,6.8,70,342,904,6,2.6,59,68,545,4,,,,,,,,,,,,,,,,,
81,1943,229,2922,574,5.1,31,11,112,139,254,1837,24,20,7.2,49,320,1085,7,3.4,55,65,499,8,,,,,,,,,,,,,,,,,
82,1942,227,3121,670,4.7,30,13,149,137,257,1600,16,17,6.2,66,413,1521,9,3.7,71,67,610,12,,,,,,,,,,,,,,,,,
83,1941,176,2660,668,4.0,41,11,135,134,262,1563,11,30,6.0,64,406,1097,7,2.7,62,50,402,9,,,,,,,,,,,,,,,,,
84,1940,245,3289,644,5.1,22,0,147,144,244,1887,18,22,7.7,,400,1402,15,3.5,,0,427,,,,,,,,,,,,,,,,,,
85,1939,242,3488,611,5.7,18,0,125,117,201,1795,18,18,8.9,,410,1693,12,4.1,,0,332,,,,,,,,,,,,,,,,,,
86,1938,148,2960,636,4.7,28,0,147,114,248,1536,9,28,6.2,,388,1424,10,3.7,,0,410,,,,,,,,,,,,,,,,,,
87,1937,195,2920,672,4.3,20,0,149,99,222,1316,11,20,5.9,,450,1604,11,3.6,,0,338,,,,,,,,,,,,,,,,,,
88,1936,149,2556,649,3.9,23,0,113,77,214,1102,5,23,5.1,,435,1454,8,3.3,,0,275,,,,,,,,,,,,,,,,,,
89,1935,65,2032,623,3.3,35,0,95,48,175,767,3,35,4.4,,448,1265,5,2.8,,0,166,,,,,,,,,,,,,,,,,,
90,1934,107,2127,553,3.8,22,0,,35,138,459,4,22,3.3,,415,1668,10,4.0,,0,0,,,,,,,,,,,,,,,,,,
91,1933,103,2774,573,4.8,25,0,,33,106,514,1,25,4.8,,467,2260,11,4.8,,0,0,,,,,,,,,,,,,,,,,,
92,1932,55,1465,396,3.7,15,0,,17,92,216,1,15,2.3,,304,1249,4,4.1,,0,0,,,,,,,,,,,,,,,,,,
