Year,Age,Level,Employer,Role
1975,23,College,Oklahoma,Offensive Assistant
1976,24,College,Oklahoma,Offensive Assistant
1977,25,College,Northern Arizona University,Backfield
1978,26,College,Eastern Illinois,Offensive Coordinator
1979,27,College,Minnesota,Offensive Coordinator
1980,28,College,Florida,Offensive Coordinator
1981,29,College,Florida,Offensive Coordinator
1982,30,College,Florida,Offensive Coordinator
1983,31,College,Florida,Assistant Head Coach/Offensive Coordinator
1984,32,NFL,Denver Broncos,Receivers
1985,33,NFL,Denver Broncos,Offensive Coordinator
1986,34,NFL,Denver Broncos,Offensive Coordinator
1987,35,NFL,Denver Broncos,Offensive Coordinator
1988,36,NFL,Los Angeles Raiders,Head Coach
1989,37,NFL,Los Angeles Raiders,Head Coach
1990,38,NFL,Denver Broncos,Quarterbacks
1991,39,NFL,Denver Broncos,Offensive Coordinator
1992,40,NFL,San Francisco 49ers,Offensive Coordinator
1993,41,NFL,San Francisco 49ers,Offensive Coordinator
1994,42,NFL,San Francisco 49ers,Offensive Coordinator
1995,43,NFL,Denver Broncos,Head Coach
1996,44,NFL,Denver Broncos,Head Coach
1997,45,NFL,Denver Broncos,Head Coach
1998,46,NFL,Denver Broncos,Head Coach
1999,47,NFL,Denver Broncos,Head Coach
2000,48,NFL,Denver Broncos,Head Coach
2001,49,NFL,Denver Broncos,Head Coach
2002,50,NFL,Denver Broncos,Head Coach
2003,51,NFL,Denver Broncos,Head Coach
2004,52,NFL,Denver Broncos,Head Coach
2005,53,NFL,Denver Broncos,Head Coach
2006,54,NFL,Denver Broncos,Head Coach
2007,55,NFL,Denver Broncos,Head Coach
2008,56,NFL,Denver Broncos,Head Coach
2010,58,NFL,Washington Redskins,Head Coach
2011,59,NFL,Washington Redskins,Head Coach
2012,60,NFL,Washington Redskins,Head Coach
2013,61,NFL,Washington Redskins,Head Coach
