Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1975,ATL,DC,26,18,19,15,20,20,19,23,18,19,19,17,19,12,19,12,23,19,22,15,13,23,21,6,12,21,25,21,12,6,11
1976,ATL,DC,28,21,18,25,27,27,24,23,23,25,21,25,13,20,28,21,25,27,20,22,12,25,25,25,24,9,6,11,14,15,15
1985,PHI,HC,28,16,24,19,13,15,24,17,23,23,27,19,5,7,8,18,25,14,10,10,25,21,21,15,17,19,5,6,6,19,10
1990,TAM,DC,28,17,12,25,26,24,25,26,21,19,26,16,24,19,17,17,26,19,24,22,3,22,25,24,24,10,12,18,19,2,20
