,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1921,33,CAN,APFA,10,5,2,3,.714,12.3,5.9,6.4,,,,,4,
1,1923,35,CLI,NFL,7,3,1,3,.750,-2.0,-2.3,0.2,,,,,5,
2,1925,37,CLE,NFL,14,5,8,1,.385,-0.5,-2.0,1.4,,,,,12,
