,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1978,62,St. Louis Cardinals,NFL,16,6,10,0,.375,-2.5,-2.6,0.0,,,,,4,
1,1979,63,St. Louis Cardinals,NFL,13,3,10,0,.231,-2.7,-0.7,-2.0,,,,,5,
